h,impulse,response,mean,median,lower,upper,model,version,irf
4,Main,TFP,0.226490469902621,0.230301102173032,0.130328602961713,0.320906312174961,classical_fd,Current,0.252672762147054
4,Main,consumption,-0.236162298980675,-0.239154718059735,-0.333929264961465,-0.139848818157371,classical_fd,Current,-0.260189903724584
4,Main,hours_worked,-0.447714494581962,-0.469016777881096,-0.626059787487603,-0.266313646958908,classical_fd,Current,-0.482316617394119
4,Main,inflation,-0.0215714711936588,-0.0245416412954511,-0.0513526393796855,0.00831820498776329,classical_fd,Current,-0.0205318912331378
4,Main,interest,-0.100060002733103,-0.100796868965958,-0.135924837717212,-0.0598680161076717,classical_fd,Current,-0.105713486095985
4,Main,investment,-0.810831595246078,-0.866223525352748,-1.96202363513763,0.373349397574233,classical_fd,Current,-0.828929911186562
4,Main,labor_share,-0.0668486325124807,-0.0669790032101286,-0.127607162668533,-0.00786103004545227,classical_fd,Current,-0.0727720209993855
4,Main,output,-0.33997504530472,-0.353133166848817,-0.592512168879066,-0.0838695089317763,classical_fd,Current,-0.365075474985604
4,Main,productivity,0.221143738475985,0.231418302939281,0.0942072152588549,0.342428407162607,classical_fd,Current,0.24942731631765
4,Main,unemployment,0.301363018535142,0.312246146520035,0.216865836482024,0.383246064532342,classical_fd,Current,0.331419961113402
5,Main,TFP,0.193206841690469,0.195792786313097,0.0958824231937679,0.286587854668227,classical_fd,Current,0.215104510939633
5,Main,consumption,-0.177119551136693,-0.183555184235773,-0.29452385152687,-0.0574488175830346,classical_fd,Current,-0.196300085371506
5,Main,hours_worked,-0.31887728751984,-0.334426302027868,-0.531628540918536,-0.111069326950006,classical_fd,Current,-0.344033400990675
5,Main,inflation,-0.0162793082918277,-0.0184017112775927,-0.0462268605950733,0.0137065973650024,classical_fd,Current,-0.0140641911295009
5,Main,interest,-0.0889770556666023,-0.0914016454882375,-0.124800568590036,-0.0480420098827796,classical_fd,Current,-0.0932556610323163
5,Main,investment,-0.337827667519843,-0.333408056859887,-1.47131744050157,0.774379755909941,classical_fd,Current,-0.335018316102811
5,Main,labor_share,-0.123856945444697,-0.125223553442096,-0.192214349002728,-0.0576707393390626,classical_fd,Current,-0.132172021695914
5,Main,output,-0.217477201336512,-0.22825742726596,-0.48776451671626,0.051832234682021,classical_fd,Current,-0.237449362330962
5,Main,productivity,0.241747411621779,0.24661833267628,0.127962971217633,0.347003152038239,classical_fd,Current,0.266967307743682
5,Main,unemployment,0.228756728824013,0.236713177564479,0.12194691473106,0.333817696145409,classical_fd,Current,0.254461296853988
6,Main,TFP,0.167541636151332,0.167073493760811,0.0694240243907293,0.263388914997045,classical_fd,Current,0.187017847453981
6,Main,consumption,-0.125600913090214,-0.135437897242304,-0.260644883789255,0.0108574351376685,classical_fd,Current,-0.142432908352755
6,Main,hours_worked,-0.20107804492868,-0.209197486867082,-0.43520127881669,0.0258964514396855,classical_fd,Current,-0.218451300054192
6,Main,inflation,-0.00967697361883274,-0.0115447218192268,-0.0420763260893565,0.0224156491479057,classical_fd,Current,-0.00665311421753356
6,Main,interest,-0.0755071345234643,-0.0788900167765111,-0.113001410650418,-0.0329309619172483,classical_fd,Current,-0.0782577943638362
6,Main,investment,0.0536584527972226,0.0740702017310127,-1.03505309346881,1.10468096037311,classical_fd,Current,0.0713588830683129
6,Main,labor_share,-0.157060523527087,-0.157439221229117,-0.232016149460426,-0.0800418685303464,classical_fd,Current,-0.166510937464997
6,Main,output,-0.112325241596212,-0.116055109113946,-0.388753762317671,0.171095317187201,classical_fd,Current,-0.128478108326727
6,Main,productivity,0.248719615863505,0.247407445941139,0.142118479290631,0.357255147942337,classical_fd,Current,0.271227429840866
6,Main,unemployment,0.162664887564033,0.171400547041882,0.0453529626408091,0.27996505881461,classical_fd,Current,0.185016400243479
7,Main,TFP,0.144363685393425,0.146185074932437,0.0402951099608981,0.243447194523455,classical_fd,Current,0.160911662604935
7,Main,consumption,-0.0784870020190604,-0.0849506000693879,-0.225455217622226,0.0687944113684512,classical_fd,Current,-0.0933387112741307
7,Main,hours_worked,-0.0982507000555332,-0.100049630273082,-0.344025774789935,0.136824926709846,classical_fd,Current,-0.10892820963736
7,Main,inflation,-0.00270752277277416,-0.00392394658646241,-0.0340331871091586,0.0285503743661405,classical_fd,Current,0.00105207806418333
7,Main,interest,-0.060930692297225,-0.0641520956147364,-0.100787891334957,-0.0171406979890142,classical_fd,Current,-0.0622253301646489
7,Main,investment,0.372317696323298,0.416459253900992,-0.669215522005966,1.3571597480072,classical_fd,Current,0.401064533287444
7,Main,labor_share,-0.170768363700628,-0.176160441016011,-0.253382265037157,-0.0845411916458249,classical_fd,Current,-0.18182462094538
7,Main,output,-0.0230157879367331,-0.0162870202563213,-0.305551376551021,0.259985702939881,classical_fd,Current,-0.0356107767047443
7,Main,productivity,0.241649828240309,0.239420447106866,0.127303252309525,0.35636816174259,classical_fd,Current,0.260944624404729
7,Main,unemployment,0.102737051785942,0.106647489811112,-0.0228962814211006,0.229746281170864,classical_fd,Current,0.121891507923076
8,Main,TFP,0.12524108542623,0.126136306579584,0.0200834736941493,0.226057127696007,classical_fd,Current,0.138986007920921
8,Main,consumption,-0.0386257238146538,-0.0427664466227587,-0.193204305643886,0.117850657615055,classical_fd,Current,-0.0524724637730451
8,Main,hours_worked,-0.0114934643318213,-0.00527264552225668,-0.247970801549154,0.215314034487498,classical_fd,Current,-0.0168652060098754
8,Main,inflation,0.00381379866898902,0.00283828105836047,-0.0258547401833163,0.0331140860976219,classical_fd,Current,0.00788832168205142
8,Main,interest,-0.0461651919954093,-0.0486653774012015,-0.0877813893592802,-0.00115685802986654,classical_fd,Current,-0.0460852863623943
8,Main,investment,0.616561944894173,0.682896410545484,-0.348868589074081,1.52520232861459,classical_fd,Current,0.6508379452806
8,Main,labor_share,-0.168725139737569,-0.173476866069177,-0.262204463751503,-0.077617858443008,classical_fd,Current,-0.180063062583835
8,Main,output,0.0487080816859797,0.0586868576231387,-0.231703348824719,0.320263811763472,classical_fd,Current,0.0384585630937822
8,Main,productivity,0.225048039005257,0.224086083882599,0.103710410653497,0.350471389634311,classical_fd,Current,0.240615854364913
8,Main,unemployment,0.0514662537155725,0.0514780995996467,-0.0741279422938003,0.178893144599248,classical_fd,Current,0.068069123062981
9,Main,TFP,0.109568103086606,0.112858576531225,0.000890609967995649,0.212982436139909,classical_fd,Current,0.120625493929022
9,Main,consumption,-0.00537308536280685,-0.00492730071123586,-0.16221323798396,0.153895348894184,classical_fd,Current,-0.018881304626025
9,Main,hours_worked,0.0590354437654658,0.0660471629668343,-0.16830256719932,0.278485429214313,classical_fd,Current,0.0577046206712272
9,Main,inflation,0.00982959353503585,0.0102496755628209,-0.0175385018890037,0.0371955147015422,classical_fd,Current,0.0141802233385258
9,Main,interest,-0.0317891496672336,-0.0344320903162721,-0.0751923434401503,0.0122144408578844,classical_fd,Current,-0.0304249391930799
9,Main,investment,0.793668407066993,0.846364764253221,-0.0774014950474729,1.62203105137442,classical_fd,Current,0.82964170065536
9,Main,labor_share,-0.155953532127607,-0.162574863463414,-0.257471735406009,-0.0534140074007905,classical_fd,Current,-0.16733614984216
9,Main,output,0.104444959209948,0.111128240562848,-0.166911465810573,0.36352342741986,classical_fd,Current,0.0957209811201369
9,Main,productivity,0.201923254674594,0.198162165349025,0.0771589694027913,0.328045000516243,classical_fd,Current,0.213653750788283
9,Main,unemployment,0.00879827765869846,0.00856875790165349,-0.110907120722776,0.134921778768836,classical_fd,Current,0.0233901748885359
10,Main,TFP,0.0972013981130382,0.0980810527108625,-0.0155735264359933,0.20632927447141,classical_fd,Current,0.105741472294998
10,Main,consumption,0.0211372794886342,0.022155991581811,-0.133978815985319,0.182292918971982,classical_fd,Current,0.00730778856033176
10,Main,hours_worked,0.113822184970059,0.126069649975668,-0.101095006176076,0.329759704989884,classical_fd,Current,0.115172036503184
10,Main,inflation,0.0149978603784704,0.0156361031005519,-0.0109038666472159,0.0396301424044282,classical_fd,Current,0.0194538909887081
10,Main,interest,-0.0183105128862986,-0.0194475710079777,-0.062237268222128,0.0255641979636296,classical_fd,Current,-0.0158225657533523
10,Main,investment,0.909663432013353,0.963790324943015,0.108432440802228,1.67465062683358,classical_fd,Current,0.943112222157447
10,Main,labor_share,-0.135462367651327,-0.142402868098549,-0.241446160740754,-0.0275778458031912,classical_fd,Current,-0.146169221955517
10,Main,output,0.145101949928741,0.152979506413124,-0.121523913355239,0.397451415471988,classical_fd,Current,0.136777275151502
10,Main,productivity,0.174773043938825,0.171989507382154,0.0465747630031182,0.312900343814605,classical_fd,Current,0.182400967816856
10,Main,unemployment,-0.025115844101517,-0.0241243473292247,-0.138134226951617,0.0925628114992713,classical_fd,Current,-0.0118939066444698
11,Main,TFP,0.0877406514784175,0.090036631364754,-0.0277210671107564,0.20003999439672,classical_fd,Current,0.0940306469889556
11,Main,consumption,0.0412192447402202,0.0395433990788727,-0.117466092791014,0.20432722747523,classical_fd,Current,0.0264672972866625
11,Main,hours_worked,0.153855336386279,0.166757146852034,-0.0482772388360544,0.361251827574646,classical_fd,Current,0.156616395557845
11,Main,inflation,0.0192600046158111,0.0194081337954595,-0.0044459109811494,0.0418280873766889,classical_fd,Current,0.023753200753954
11,Main,interest,-0.00606525126504082,-0.00646332527465597,-0.0474818442797437,0.0366210261744408,classical_fd,Current,-0.00264602001372577
11,Main,investment,0.972625006700884,1.01488836796092,0.228557098035606,1.67147707146728,classical_fd,Current,1.00001485386206
11,Main,labor_share,-0.110436321279414,-0.113922698948583,-0.223596848651503,0.00490562311548716,classical_fd,Current,-0.12015039447474
11,Main,output,0.17226733900208,0.176387981072513,-0.0770985713102976,0.424485616721176,classical_fd,Current,0.16331044606097
11,Main,productivity,0.145820327058582,0.143295826770422,0.0161036358753322,0.284642198851476,classical_fd,Current,0.149331493857018
11,Main,unemployment,-0.0506058995722317,-0.0497460393518372,-0.159370717391507,0.0561012565132502,classical_fd,Current,-0.0381042269875164
12,Main,TFP,0.0807577909761048,0.0863087358539107,-0.0395108516205889,0.199973470842132,classical_fd,Current,0.0850668867979663
12,Main,consumption,0.0554493626362246,0.0562030653836094,-0.106946340746675,0.216070901385296,classical_fd,Current,0.0392843277672898
12,Main,hours_worked,0.180566992247584,0.193929433740271,-0.00291575572757355,0.37302438972764,classical_fd,Current,0.183593389404735
12,Main,inflation,0.0225579476205742,0.0223953555262895,0.000948917051152142,0.0433051254601834,classical_fd,Current,0.0269980710605567
12,Main,interest,0.00470763335443357,0.00486540918847488,-0.0369384745046093,0.043938315878254,classical_fd,Current,0.00884155126180841
12,Main,investment,0.99081340965295,1.01557893027744,0.317721911865013,1.62681881338913,classical_fd,Current,1.00915830984452
12,Main,labor_share,-0.0832357346603404,-0.0875248275012824,-0.200169231035858,0.0374832580472138,classical_fd,Current,-0.0916924113732518
12,Main,output,0.187691251901099,0.191695551184058,-0.0583892510083217,0.435866321910316,classical_fd,Current,0.177142482594505
12,Main,productivity,0.116753464747878,0.116773255242086,-0.0141301109268903,0.253317995939127,classical_fd,Current,0.116192375993547
12,Main,unemployment,-0.0683093768297586,-0.0680703747825755,-0.167480599989687,0.0290429690717632,classical_fd,Current,-0.0559248200887253
13,Main,TFP,0.0758299136598263,0.080063975347929,-0.0476162579443161,0.196500189708422,classical_fd,Current,0.0784362859236902
13,Main,consumption,0.0644675124925082,0.0635576251165432,-0.0957142836755977,0.232200019158615,classical_fd,Current,0.046480710703536
13,Main,hours_worked,0.195607401012091,0.204168003684411,0.0195060212648324,0.369823528489363,classical_fd,Current,0.197952396599369
13,Main,inflation,0.0249133610833133,0.025350280714006,0.00479359774257859,0.044201591769939,classical_fd,Current,0.0292337509516023
13,Main,interest,0.0138812650683026,0.0140068254260657,-0.0244035907863631,0.0519325604899727,classical_fd,Current,0.0185118254945723
13,Main,investment,0.972565907276475,0.993838549433627,0.349090239328086,1.5851726130242,classical_fd,Current,0.979734850106908
13,Main,labor_share,-0.0557853463816319,-0.0563389705495454,-0.172953402503229,0.0613642485973073,classical_fd,Current,-0.0629293301965481
13,Main,output,0.19319892056735,0.197156868585033,-0.0452275966756851,0.444455622023039,classical_fd,Current,0.180270819673735
13,Main,productivity,0.088906055535137,0.0914363315160113,-0.047955849835783,0.223352108485269,classical_fd,Current,0.0844596236137948
13,Main,unemployment,-0.0790260518537286,-0.0809563089512281,-0.168574621137449,0.0079461290769131,classical_fd,Current,-0.0662264572809214
14,Main,TFP,0.0725306658684348,0.0767987767970244,-0.0531156902168987,0.192548112420249,classical_fd,Current,0.0736725503559027
14,Main,consumption,0.0690321999373355,0.0627801179537623,-0.0872081567190939,0.236599043612835,classical_fd,Current,0.0489228152553439
14,Main,hours_worked,0.200770732341321,0.20927659633201,0.0356568643323545,0.361001346263363,classical_fd,Current,0.201714488679325
14,Main,inflation,0.0263872511258674,0.0260176247479647,0.00662167859213547,0.0451196064264898,classical_fd,Current,0.0305260791745093
14,Main,interest,0.0214128066029049,0.0215420807244781,-0.0145438700090015,0.0594006730725739,classical_fd,Current,0.0263321802037752
14,Main,investment,0.925935123962551,0.935497815535926,0.341815810135779,1.49868845828367,classical_fd,Current,0.920684149799536
14,Main,labor_share,-0.0295507281244018,-0.0262343272882887,-0.148580873929627,0.0870843834185584,classical_fd,Current,-0.0354574488191114
14,Main,output,0.190642643857442,0.191163006578095,-0.0473491721842257,0.431634896163617,classical_fd,Current,0.174750849981628
14,Main,productivity,0.0632311688955022,0.0637283385856317,-0.0722799004542483,0.19567319728537,classical_fd,Current,0.0551665391617873
14,Main,unemployment,-0.0836998588269305,-0.0839419465111841,-0.167838417971638,-0.00363140328561612,classical_fd,Current,-0.0700595244374882
15,Main,TFP,0.070467797294756,0.0730744414072771,-0.0598050445957368,0.194979998008686,classical_fd,Current,0.0703393539763937
15,Main,consumption,0.0699070383427455,0.0642793422156696,-0.0869673949552814,0.238566948204616,classical_fd,Current,0.0474782676316853
15,Main,hours_worked,0.197872034282567,0.20250975260907,0.0431789242746933,0.346957408628578,classical_fd,Current,0.196940631613678
15,Main,inflation,0.0270661217401513,0.026907036091856,0.00821848463475537,0.0449022021666228,classical_fd,Current,0.0309738256918584
15,Main,interest,0.0273312462053857,0.0270131931197849,-0.00666876632202337,0.0628094240531683,classical_fd,Current,0.0323530061288525
15,Main,investment,0.85838663281878,0.863761907293682,0.308475912841952,1.40503101595055,classical_fd,Current,0.840354819152162
15,Main,labor_share,-0.00557900041695955,-0.00164972329831432,-0.122362691003605,0.107079144865388,classical_fd,Current,-0.0104402759539809
15,Main,output,0.181787219740983,0.182524837011033,-0.0507695643267944,0.423744030726538,classical_fd,Current,0.162569368005794
15,Main,productivity,0.0403679513700016,0.0383887947253161,-0.0963077804009492,0.16948238491006,classical_fd,Current,0.0290173915937534
15,Main,unemployment,-0.0833180858518677,-0.0828308764319347,-0.162691684930678,-0.00827755853603589,classical_fd,Current,-0.0685323162779141
16,Main,TFP,0.0692827055173023,0.0712044186859699,-0.0642096187819964,0.196082562687495,classical_fd,Current,0.0680236068555856
16,Main,consumption,0.0678562276362384,0.062469759514686,-0.0941677252725087,0.235095891467807,classical_fd,Current,0.0430149299676228
16,Main,hours_worked,0.18868131486441,0.194685819682489,0.0390782493767194,0.328622598628063,classical_fd,Current,0.185638934507753
16,Main,inflation,0.027056676058783,0.0263231968093623,0.00939629054466049,0.0446470483245631,classical_fd,Current,0.0306954795282889
16,Main,interest,0.0317218141592137,0.0315452243514395,-0.000929740871299139,0.0655373824575149,classical_fd,Current,0.0366874312876734
16,Main,investment,0.776679571703497,0.777347897805466,0.261072192346877,1.30003550620972,classical_fd,Current,0.746300390019088
16,Main,labor_share,0.0154209515540727,0.0185186282025983,-0.098277672250819,0.125217431375829,classical_fd,Current,0.0113430437398595
16,Main,output,0.168285427927836,0.167784806525579,-0.0534217416743773,0.403461246820894,classical_fd,Current,0.145594878494106
16,Main,productivity,0.0206858993055232,0.0172335050456692,-0.116145923554801,0.152629129056134,classical_fd,Current,0.00641002263226633
16,Main,unemployment,-0.0788794550522492,-0.0778398145497205,-0.151590885974483,-0.00805239704780347,classical_fd,Current,-0.0627700527826469
17,Main,TFP,0.0686618055304609,0.069114613270302,-0.0682449406567281,0.198714418629075,classical_fd,Current,0.0663588739458754
17,Main,consumption,0.063600206081569,0.0623596909313122,-0.10054008225163,0.234837416622447,classical_fd,Current,0.0363504236947363
17,Main,hours_worked,0.17485695217594,0.179849397717387,0.0327712355640956,0.307485029971556,classical_fd,Current,0.16968711873133
17,Main,inflation,0.0264720485332978,0.0259521257773562,0.00893506934504704,0.0443714801441384,classical_fd,Current,0.0298173997634146
17,Main,interest,0.0347110781854988,0.0349154051740464,0.00383687165886894,0.0656162400159085,classical_fd,Current,0.039493877109412
17,Main,investment,0.686722695425539,0.692861919434114,0.202298447152176,1.1874262717787,classical_fd,Current,0.645096401502496
17,Main,labor_share,0.0330452909995506,0.0359679791875638,-0.0743691594286779,0.138963065503663,classical_fd,Current,0.0294544914211007
17,Main,output,0.151623795596617,0.153753038016397,-0.0689992863041198,0.385321471834721,classical_fd,Current,0.125511078335028
17,Main,productivity,0.00432856224905564,0.00134753945576274,-0.131178358778465,0.135525458340034,classical_fd,Current,-0.012510960218373
17,Main,unemployment,-0.0713431755975823,-0.070322397713771,-0.140758529211452,-0.00284844717211875,classical_fd,Current,-0.0538548973811411
18,Main,TFP,0.0683388501551675,0.068838135602847,-0.0738623915871313,0.200900679843751,classical_fd,Current,0.0650302560414265
18,Main,consumption,0.0578003151568277,0.0581028578914629,-0.107989366088287,0.229155065354612,classical_fd,Current,0.0282319122481868
18,Main,hours_worked,0.157904856317572,0.159934985362581,0.0225921450423539,0.288572677224059,classical_fd,Current,0.150779103925448
18,Main,inflation,0.025427878883889,0.0247089879036977,0.00809519756383674,0.0429567896133147,classical_fd,Current,0.02846827663645
18,Main,interest,0.0364539401350801,0.0359682418464602,0.00694594136098558,0.064974178723889,classical_fd,Current,0.040960528436732
18,Main,investment,0.593537695516915,0.58998955753629,0.116482281273019,1.10671118990485,classical_fd,Current,0.542274812146015
18,Main,labor_share,0.0471302351505296,0.0497156661352204,-0.0552693312397112,0.148615060935238,classical_fd,Current,0.0437317979937127
18,Main,output,0.133106482419613,0.138458317841691,-0.0891443603735713,0.359831153875354,classical_fd,Current,0.103788479666618
18,Main,productivity,-0.00873842391817643,-0.010844186748921,-0.146663941111742,0.124543247188386,classical_fd,Current,-0.0278040869379807
18,Main,unemployment,-0.0616017961303196,-0.0593318203167461,-0.129617008156821,0.00182789326514308,classical_fd,Current,-0.0427903888659973
19,Main,TFP,0.0680960081813916,0.0678793084918628,-0.076478056466484,0.202283698988225,classical_fd,Current,0.0637789268357558
19,Main,consumption,0.0510420923797884,0.0508683544998178,-0.118655467053367,0.224986489978381,classical_fd,Current,0.0193175816128418
19,Main,hours_worked,0.139148547543604,0.140290044418436,0.00770194621086287,0.267455958803824,classical_fd,Current,0.130389701686075
19,Main,inflation,0.024035158038545,0.0230882887884465,0.00685243740040718,0.0411127325834848,classical_fd,Current,0.0267715604998721
19,Main,interest,0.0371215996480614,0.0364132554398605,0.00927313401025167,0.0647028906379941,classical_fd,Current,0.0412913484011324
19,Main,investment,0.501239157715099,0.492795219294035,0.030641380302648,0.99516437524731,classical_fd,Current,0.442298406917618
19,Main,labor_share,0.0577098697228044,0.0586976215456661,-0.0411218377017908,0.155445325396784,classical_fd,Current,0.0542374671840454
19,Main,output,0.113839017924114,0.119122110797972,-0.108918887209162,0.343284077544493,classical_fd,Current,0.0816639166155952
19,Main,productivity,-0.0186877167082883,-0.0184949647461432,-0.155673162946505,0.112676317533667,classical_fd,Current,-0.0396846808833638
19,Main,unemployment,-0.0504573199460257,-0.0474672350183552,-0.115690943010866,0.0125284044355264,classical_fd,Current,-0.0304733114013148
20,Main,TFP,0.0677627825780599,0.067789406601165,-0.0775781695401491,0.207212260905299,classical_fd,Current,0.0624024457732225
20,Main,consumption,0.0438281470886881,0.0463451584881694,-0.12835233278866,0.221288087312301,classical_fd,Current,0.0101665013266518
20,Main,hours_worked,0.119714616651273,0.120508281097647,-0.00844738864490406,0.245832059629877,classical_fd,Current,0.109756170636761
20,Main,inflation,0.0223972488261142,0.0212815036380584,0.00558404062493074,0.0386006746693064,classical_fd,Current,0.0248414420755504
20,Main,interest,0.0368916555069659,0.0361903431635788,0.0101314859327217,0.0631391013890128,classical_fd,Current,0.0406945403251816
20,Main,investment,0.41306678973149,0.392862591660918,-0.0404043239858852,0.900613223291055,classical_fd,Current,0.348594201034857
20,Main,labor_share,0.0649667799682995,0.0638776422544085,-0.0302250385006503,0.15674097213699,classical_fd,Current,0.0612035978914472
20,Main,output,0.0947282526347636,0.103682959141507,-0.126741333624979,0.327260588173426,classical_fd,Current,0.0601367975015365
20,Main,productivity,-0.0257907740381026,-0.0277022597874622,-0.164659853150301,0.114102346833613,classical_fd,Current,-0.0484797622154947
20,Main,unemployment,-0.0386081909238146,-0.035976499885042,-0.10057771475238,0.0230480963151612,classical_fd,Current,-0.0176766075980625
21,Main,TFP,0.0672128741431898,0.0651329530276652,-0.0804060760519878,0.208807690743172,classical_fd,Current,0.0607522135196168
21,Main,consumption,0.0365749416739199,0.0390163200471237,-0.135390284702367,0.217911461222297,classical_fd,Current,0.00123505059641248
21,Main,hours_worked,0.100528339856161,0.100190082717336,-0.0219946065157367,0.225575252157048,classical_fd,Current,0.0898737834485339
21,Main,inflation,0.0206067630685426,0.0193164152324752,0.00456796498167079,0.03637517274613,classical_fd,Current,0.0227793808465168
21,Main,interest,0.0359398413633333,0.0354404478399578,0.00966649073676627,0.0616675796230847,classical_fd,Current,0.0393730443201285
21,Main,investment,0.331439265544338,0.316171644855292,-0.10879803565433,0.797418350115221,classical_fd,Current,0.26362143527615
21,Main,labor_share,0.0691927143225405,0.0698846045788551,-0.0181320546466901,0.156133677863184,classical_fd,Current,0.0649841458159334
21,Main,output,0.0764877585810622,0.0858648770477962,-0.148206100336684,0.312687808518303,classical_fd,Current,0.0399755517665754
21,Main,productivity,-0.030384997642971,-0.0342978414211876,-0.17057747802578,0.10896081699419,classical_fd,Current,-0.0545889120335808
21,Main,unemployment,-0.0266423538309572,-0.0259102187752544,-0.0856569787718119,0.0305851380335349,classical_fd,Current,-0.00504119469472461
22,Main,TFP,0.0663601260546429,0.0638264793124513,-0.0843315554482798,0.209287771306344,classical_fd,Current,0.0587291831714033
22,Main,consumption,0.0296141381357696,0.0296700091750376,-0.146496619678055,0.213158178756084,classical_fd,Current,-0.00712186869673524
22,Main,hours_worked,0.0823186859361316,0.0826300305869051,-0.0389150124827394,0.207377309960049,classical_fd,Current,0.0715026643709187
22,Main,inflation,0.0187441847022076,0.0175785789087349,0.00329025184581364,0.0342315056932329,classical_fd,Current,0.020672253135418
22,Main,interest,0.0344336444329403,0.0345884260597968,0.00877777273991028,0.0596909634877261,classical_fd,Current,0.0375172433118835
22,Main,investment,0.258031945575239,0.241523990891754,-0.168115624124819,0.719765418102818,classical_fd,Current,0.188967598849391
22,Main,labor_share,0.0707513869047634,0.0719748376289908,-0.012056110328919,0.151784343007908,classical_fd,Current,0.0660115434729216
22,Main,output,0.0596507515901796,0.0672938171749561,-0.165651698552439,0.292737792392557,classical_fd,Current,0.0217327164348155
22,Main,productivity,-0.0328444918930394,-0.0383768356212064,-0.172846050016789,0.109393990897121,classical_fd,Current,-0.0584498363662729
22,Main,unemployment,-0.0150365721283969,-0.0143143230894962,-0.0717497132700675,0.0405440717832767,classical_fd,Current,0.00692499233130814
23,Main,TFP,0.0651535085341646,0.063359727414696,-0.0876544971781387,0.211925586504946,classical_fd,Current,0.0562780673329973
23,Main,consumption,0.023197028627563,0.0250970238531831,-0.155782499678037,0.208191470251701,classical_fd,Current,-0.0146452584395726
23,Main,hours_worked,0.0656299989689858,0.067194056532845,-0.0559757299600257,0.189064666954657,classical_fd,Current,0.0551833449040167
23,Main,inflation,0.0168770487041299,0.0157710389125534,0.00200888717278393,0.0321431688353653,classical_fd,Current,0.0185914844454509
