h,impulse,response,mean,median,lower,upper,version,model
3,Main,consumption,-0.418767816953134,-0.41450649163832,-0.47947900100267,-0.359537846294932,current,bayesian_fd
3,Main,hours_worked,-0.603622081508573,-0.602311452766365,-0.667009639655833,-0.534226150354241,current,bayesian_fd
3,Main,unemployment,0.516192585528897,0.513558410633715,0.469947335239464,0.562953964225723,current,bayesian_fd
3,Main,labor_share,0.0140130159455539,0.0134974950570382,-0.040464230859286,0.0704472662594456,current,bayesian_fd
3,Main,interest,-0.0837955141414856,-0.0831228555534174,-0.104753522479485,-0.0633848824378828,current,bayesian_fd
3,Main,inflation,-0.0181222560021006,-0.0176882995760899,-0.0346394455045807,-0.00152229031028963,current,bayesian_fd
3,Main,productivity,0.184345194778893,0.182283400603143,0.112002762665168,0.253174622166584,current,bayesian_fd
3,Main,TFP,0.115103917577176,0.116506392846812,0.0464313895132363,0.181056875159277,current,bayesian_fd
4,Main,output,-0.442525809357738,-0.445340103399654,-0.549676023109492,-0.324623026617085,current,bayesian_fd
4,Main,investment,-0.769269834341131,-0.773567972617144,-1.14086307044349,-0.37877383546984,current,bayesian_fd
4,Main,consumption,-0.346208707783361,-0.342280790047622,-0.416904644662792,-0.276438762437831,current,bayesian_fd
4,Main,hours_worked,-0.480475000208404,-0.477930275980581,-0.559914381672583,-0.39684561559309,current,bayesian_fd
4,Main,unemployment,0.44276776533629,0.441146326878142,0.38394609906512,0.499477365575051,current,bayesian_fd
4,Main,labor_share,-0.0604544586762048,-0.0633182702920222,-0.119290201941445,-0.0019531468807817,current,bayesian_fd
4,Main,interest,-0.0816595991544465,-0.0805670710853628,-0.104909273274913,-0.0594715374077327,current,bayesian_fd
4,Main,inflation,-0.0104724628656987,-0.0109015111641863,-0.0278682515927816,0.00756214075019006,current,bayesian_fd
4,Main,productivity,0.211139717397261,0.208308179479547,0.131341732980275,0.289944759672458,current,bayesian_fd
4,Main,TFP,0.0949721096168939,0.0963452634804476,0.0167639577359835,0.166457501428063,current,bayesian_fd
5,Main,output,-0.337153979985155,-0.338937547783999,-0.456412844282808,-0.207158077942057,current,bayesian_fd
5,Main,investment,-0.38745828840495,-0.388071974733098,-0.797176986298726,0.0451300917717868,current,bayesian_fd
5,Main,consumption,-0.278266957497562,-0.27429299412269,-0.36019011929354,-0.199129800504348,current,bayesian_fd
5,Main,hours_worked,-0.362620726408405,-0.359443810700787,-0.458751359478718,-0.269503493657857,current,bayesian_fd
5,Main,unemployment,0.370569295312205,0.369976684262691,0.303378708689254,0.433089438147592,current,bayesian_fd
5,Main,labor_share,-0.109498335073967,-0.111322908130547,-0.169853976271781,-0.0490059084847588,current,bayesian_fd
5,Main,interest,-0.075948685436134,-0.0747443964092628,-0.101444183031684,-0.051756525721918,current,bayesian_fd
5,Main,inflation,-0.00516285574254687,-0.00591430348872816,-0.0227619657412174,0.013229481961901,current,bayesian_fd
5,Main,productivity,0.221313137203577,0.215761965567908,0.131996249411665,0.309188586046096,current,bayesian_fd
5,Main,TFP,0.0754762917042383,0.0772490328936145,-0.012206675711669,0.158654637818159,current,bayesian_fd
6,Main,output,-0.242344771254353,-0.248077709633368,-0.376622270775353,-0.0963972383458236,current,bayesian_fd
6,Main,investment,-0.0563993794845589,-0.0700623154527634,-0.497173606604983,0.416250321650402,current,bayesian_fd
6,Main,consumption,-0.216031337194341,-0.212216503303345,-0.308074366017011,-0.130035520395139,current,bayesian_fd
6,Main,hours_worked,-0.25260141989894,-0.24975923333418,-0.3628322206238,-0.151302879311776,current,bayesian_fd
6,Main,unemployment,0.301649822024644,0.300172011552914,0.231269215711144,0.372076187696918,current,bayesian_fd
6,Main,labor_share,-0.140193254702079,-0.141350966283514,-0.20045073853389,-0.0776069458209356,current,bayesian_fd
6,Main,interest,-0.0677440476033044,-0.0660840228339757,-0.094693331745193,-0.0413596798706148,current,bayesian_fd
6,Main,inflation,-0.000686510832302041,-0.00133102199420068,-0.0189732223703347,0.0182512979706496,current,bayesian_fd
6,Main,productivity,0.218598369908928,0.213291746831136,0.122668708913709,0.312925643252054,current,bayesian_fd
6,Main,TFP,0.0573735393161093,0.0596372901284073,-0.037641812108259,0.148709323212349,current,bayesian_fd
7,Main,output,-0.158688198214668,-0.165827361844484,-0.300296551410637,-0.00400558019807684,current,bayesian_fd
7,Main,investment,0.223024975094853,0.202771575606728,-0.240057662842951,0.718176644845145,current,bayesian_fd
7,Main,consumption,-0.159776321186072,-0.155439293650318,-0.260177845913372,-0.0650861335085461,current,bayesian_fd
7,Main,hours_worked,-0.152557338976656,-0.153013038530177,-0.264896906113704,-0.0441941336931363,current,bayesian_fd
7,Main,unemployment,0.237402124525846,0.23542465676588,0.162676435244658,0.311965201887202,current,bayesian_fd
7,Main,labor_share,-0.155127067963989,-0.15496144703705,-0.220937963614789,-0.0911625872711733,current,bayesian_fd
7,Main,interest,-0.0579250237713186,-0.0560190811792591,-0.0873952901146803,-0.030192901174658,current,bayesian_fd
7,Main,inflation,0.00300889938835502,0.0023580880660782,-0.0154394975986258,0.022410085993187,current,bayesian_fd
7,Main,productivity,0.205720330526961,0.199391697593655,0.100625373515743,0.30785324099462,current,bayesian_fd
7,Main,TFP,0.0409732450889595,0.0432501649729681,-0.0605339085598463,0.138456331871771,current,bayesian_fd
8,Main,output,-0.0864210642697212,-0.0908506424865668,-0.237173391635649,0.0774326660396647,current,bayesian_fd
8,Main,investment,0.451773034332182,0.421047853981904,-0.0280030323615465,0.972534550111241,current,bayesian_fd
8,Main,consumption,-0.109772633096167,-0.10369713702319,-0.215994481867102,-0.0128309116862112,current,bayesian_fd
8,Main,hours_worked,-0.0637550844349774,-0.0667750532226664,-0.177964926556136,0.053184436489678,current,bayesian_fd
8,Main,unemployment,0.178852142283598,0.173425488163381,0.0989279235295633,0.256386624020788,current,bayesian_fd
8,Main,labor_share,-0.157461815671539,-0.156339977511478,-0.22443869296701,-0.0903656856913016,current,bayesian_fd
8,Main,interest,-0.0472153172670245,-0.0452954873645071,-0.0770632024525169,-0.0180007280353049,current,bayesian_fd
8,Main,inflation,0.00610805938717547,0.00479552997987683,-0.0126201623787412,0.0253919161677189,current,bayesian_fd
8,Main,productivity,0.185249581171515,0.183538906697706,0.0729074349850906,0.294051673203263,current,bayesian_fd
8,Main,TFP,0.0265258888460824,0.0279888688744086,-0.0829885836814158,0.130601183851809,current,bayesian_fd
9,Main,output,-0.0254306045805701,-0.0294238034013965,-0.185081099744649,0.142491861253935,current,bayesian_fd
9,Main,investment,0.632160960888322,0.592680450515519,0.126698427835668,1.15850455856401,current,bayesian_fd
9,Main,consumption,-0.0660980934787053,-0.0618935565081018,-0.177221368193242,0.037346076869029,current,bayesian_fd
9,Main,hours_worked,0.0131405798893889,0.00854845620731563,-0.104207258478597,0.133773410918828,current,bayesian_fd
9,Main,unemployment,0.126665474042701,0.12383653632061,0.0473450517474522,0.207503658309148,current,bayesian_fd
9,Main,labor_share,-0.149993211199761,-0.149759445380069,-0.22017065109795,-0.0811615486483169,current,bayesian_fd
9,Main,interest,-0.0362049077624128,-0.034135325408368,-0.0651071150360351,-0.00623514570268613,current,bayesian_fd
9,Main,inflation,0.00869024329257756,0.00742803462975238,-0.00983892431796964,0.0267228957042244,current,bayesian_fd
9,Main,productivity,0.159435129731771,0.156157413558665,0.0388883518561946,0.278513881518982,current,bayesian_fd
9,Main,TFP,0.014155813826518,0.0158034122480752,-0.0977400163706882,0.122516948896821,current,bayesian_fd
10,Main,output,0.0246821085090981,0.0216339935781899,-0.14400346910304,0.202409665889666,current,bayesian_fd
10,Main,investment,0.767549061839973,0.729623044201719,0.2505777698554,1.31836535505088,current,bayesian_fd
10,Main,consumption,-0.0286795888140287,-0.0237022241660146,-0.14360038603961,0.0820016960390193,current,bayesian_fd
10,Main,hours_worked,0.0779888011781798,0.0758860707006833,-0.0368267716955006,0.201182967199277,current,bayesian_fd
10,Main,unemployment,0.0811970527103375,0.0772334998301085,0.00168837133889793,0.161782056205777,current,bayesian_fd
10,Main,labor_share,-0.13525490824686,-0.135683578103615,-0.204387997053233,-0.0652692539938618,current,bayesian_fd
10,Main,interest,-0.0253634065869072,-0.0239695998581053,-0.0553301176337741,0.0045878231749064,current,bayesian_fd
10,Main,inflation,0.0108082280499563,0.00963293242617421,-0.00792988578505271,0.0293895043501904,current,bayesian_fd
10,Main,productivity,0.130232254095602,0.125020963277247,0.00160159858423542,0.254917529877488,current,bayesian_fd
10,Main,TFP,0.00389087908910836,0.00715854563016002,-0.111911341251939,0.111719578243976,current,bayesian_fd
11,Main,output,0.064547530774603,0.0619473821545244,-0.111296223132478,0.245236324218331,current,bayesian_fd
11,Main,investment,0.862049790200541,0.81126114965725,0.350543955457145,1.40817146614313,current,bayesian_fd
11,Main,consumption,0.00269314411434419,0.00942960436060323,-0.116104773226081,0.119176784884378,current,bayesian_fd
11,Main,hours_worked,0.131064405565359,0.12956627862399,0.0122822751744104,0.254564096132227,current,bayesian_fd
11,Main,unemployment,0.042535828652185,0.0385726382920265,-0.0349411939423641,0.120864658752724,current,bayesian_fd
11,Main,labor_share,-0.115467232069511,-0.113833400171932,-0.186639019841287,-0.0441093174517592,current,bayesian_fd
11,Main,interest,-0.015052844459278,-0.0135801708916159,-0.0453974629836972,0.0150671042783727,current,bayesian_fd
11,Main,inflation,0.0124949277213742,0.0115102664311551,-0.00615682369691618,0.0308654664337214,current,bayesian_fd
11,Main,productivity,0.0993012267968791,0.0911103666072436,-0.0356072360494365,0.229977345080009,current,bayesian_fd
11,Main,TFP,-0.00432397748769184,-0.00030593150997466,-0.122493875715487,0.104721617784359,current,bayesian_fd
12,Main,output,0.0949720681814182,0.0921494426110731,-0.0867481981395639,0.280578921664655,current,bayesian_fd
12,Main,investment,0.920265534267767,0.86629698939831,0.39733045879862,1.48023640150558,current,bayesian_fd
12,Main,consumption,0.0283443443491244,0.0329534605393034,-0.0963068715164924,0.146327390291448,current,bayesian_fd
12,Main,hours_worked,0.172966018219533,0.171585382464678,0.0509229983041881,0.301563923242069,current,bayesian_fd
12,Main,unemployment,0.0105504658796898,0.0057953861133603,-0.0659526742432564,0.0877044571412278,current,bayesian_fd
12,Main,labor_share,-0.0925355659014285,-0.0923974939373851,-0.166411289721984,-0.0172691562387208,current,bayesian_fd
12,Main,interest,-0.00554002444676268,-0.00408333969483845,-0.0359269051407365,0.0253143268964363,current,bayesian_fd
12,Main,inflation,0.0137761646457851,0.0127036916919037,-0.00498717005861676,0.0318803052485436,current,bayesian_fd
12,Main,productivity,0.0680191263445973,0.0613362147792068,-0.0686895672018906,0.202845175726932,current,bayesian_fd
12,Main,TFP,-0.0106088667576209,-0.00570305107722349,-0.129623812406399,0.101262965964887,current,bayesian_fd
13,Main,output,0.116885659035783,0.114030562568315,-0.0661765131352896,0.305074955735756,current,bayesian_fd
13,Main,investment,0.94705783212233,0.901367852061113,0.426788427799519,1.50731429615614,current,bayesian_fd
13,Main,consumption,0.0486884334145772,0.0522002291067103,-0.081922328304729,0.170690440750602,current,bayesian_fd
13,Main,hours_worked,0.204531878681361,0.202031831780058,0.0800205231272918,0.334023513697792,current,bayesian_fd
13,Main,unemployment,-0.0150665947559094,-0.0186566153423404,-0.0904895481118079,0.0613711144541849,current,bayesian_fd
13,Main,labor_share,-0.068054614733942,-0.0680733943765739,-0.142076714656627,0.00836642598489462,current,bayesian_fd
13,Main,interest,0.00299135955677522,0.00450006448993334,-0.0276809365964319,0.0335378654737772,current,bayesian_fd
13,Main,inflation,0.0146764896898412,0.0137672556571591,-0.00383556118071856,0.0325942046983202,current,bayesian_fd
13,Main,productivity,0.0374955203880855,0.0320616620463298,-0.102220990032967,0.174172145622079,current,bayesian_fd
13,Main,TFP,-0.0151321611845584,-0.0123002934335658,-0.13613422709834,0.0994728108097887,current,bayesian_fd
14,Main,output,0.131293818638342,0.126675589390812,-0.0545206638936046,0.3175777409817,current,bayesian_fd
14,Main,investment,0.94735010958053,0.891410481556984,0.41999092156357,1.49684986551654,current,bayesian_fd
14,Main,consumption,0.0642060264451494,0.0660623706145579,-0.069933699944512,0.19257466539525,current,bayesian_fd
14,Main,hours_worked,0.226765562071685,0.222553942792939,0.103103310715807,0.353214549109397,current,bayesian_fd
14,Main,unemployment,-0.0347575696334861,-0.0380732422271785,-0.107918147714262,0.0396784537481101,current,bayesian_fd
14,Main,labor_share,-0.0433230877066102,-0.0438886554141481,-0.119611177041413,0.0328620478047041,current,bayesian_fd
14,Main,interest,0.0104289272680399,0.0111666598118123,-0.0206498854563687,0.0408824023208124,current,bayesian_fd
14,Main,inflation,0.0152225631390767,0.0142016318138382,-0.00340859926413017,0.0340737152984118,current,bayesian_fd
14,Main,productivity,0.00859255484872563,0.00269777036931164,-0.13393529553983,0.149339246763525,current,bayesian_fd
14,Main,TFP,-0.0180948193370772,-0.0162544326087928,-0.144657655859069,0.0959475271218571,current,bayesian_fd
15,Main,output,0.139235211974128,0.134697761638565,-0.0521460502541106,0.329679387401832,current,bayesian_fd
15,Main,investment,0.925964335316489,0.865041505000014,0.408358399701095,1.44866995801903,current,bayesian_fd
15,Main,consumption,0.0754210585126692,0.077496375455669,-0.0636108028975107,0.207087134917754,current,bayesian_fd
15,Main,hours_worked,0.240771386188956,0.231960452612185,0.114822201813523,0.369688194691277,current,bayesian_fd
15,Main,unemployment,-0.0490611536214987,-0.05120416092488,-0.118070145260865,0.0217878124755912,current,bayesian_fd
15,Main,labor_share,-0.0193645732073812,-0.0213175279824325,-0.0959858849449604,0.058214953719244,current,bayesian_fd
15,Main,interest,0.0167202691528755,0.017327626486615,-0.0133274038092216,0.0465885138009867,current,bayesian_fd
15,Main,inflation,0.0154444481792657,0.0139475894257771,-0.00258538464435448,0.0344128147316741,current,bayesian_fd
15,Main,productivity,-0.0180519877520696,-0.0222008893583374,-0.168038025616804,0.129989081161699,current,bayesian_fd
15,Main,TFP,-0.0197164797272508,-0.0166046478849312,-0.149943169335336,0.098847711936298,current,bayesian_fd
16,Main,output,0.14174533598701,0.129715228024023,-0.0489088050951988,0.326990239163454,current,bayesian_fd
16,Main,investment,0.887490762345961,0.81552548722177,0.371589567314483,1.40332701695325,current,bayesian_fd
16,Main,consumption,0.0828798038684791,0.0832801903230823,-0.0607271113964137,0.216981044410035,current,bayesian_fd
16,Main,hours_worked,0.247699515481421,0.238221672654176,0.122348206396499,0.376461105921609,current,bayesian_fd
16,Main,unemployment,-0.0585783095222317,-0.059403324458468,-0.124439157557535,0.0069925036122602,current,bayesian_fd
16,Main,labor_share,0.00304719500995492,-0.000847138264350522,-0.0733855223666327,0.0822108047435243,current,bayesian_fd
16,Main,interest,0.0218622018545323,0.022281619482039,-0.0080549520903617,0.0516757498044136,current,bayesian_fd
16,Main,inflation,0.0153756822725884,0.0136373271996688,-0.00231493919779505,0.0333466434068395,current,bayesian_fd
16,Main,productivity,-0.0419996597999732,-0.0442627127792895,-0.197818352208986,0.108117233103528,current,bayesian_fd
16,Main,TFP,-0.0202235574480677,-0.0178998718390096,-0.151151193527844,0.103197676367601,current,bayesian_fd
17,Main,output,0.139826526238028,0.12447332376322,-0.0475500620125953,0.329311147466725,current,bayesian_fd
17,Main,investment,0.836188929107953,0.772756715762711,0.314264502759227,1.33211895791648,current,bayesian_fd
17,Main,consumption,0.0871323307268916,0.0891894689058429,-0.0598908489188478,0.223732954715524,current,bayesian_fd
17,Main,hours_worked,0.248700461355387,0.23754031503325,0.121459415477172,0.382009092860947,current,bayesian_fd
17,Main,unemployment,-0.0639423878971179,-0.0636612170940116,-0.128046481238502,0.000291621909940785,current,bayesian_fd
17,Main,labor_share,0.0233604997307322,0.0184529254667918,-0.0526396901302049,0.105992284230296,current,bayesian_fd
17,Main,interest,0.0258907575370338,0.0257841508557694,-0.00293785953492925,0.0551159690450524,current,bayesian_fd
17,Main,inflation,0.0150526060059847,0.0132551531304639,-0.0026542793128241,0.0334110882694735,current,bayesian_fd
17,Main,productivity,-0.0629853481868678,-0.0663350168212175,-0.220895724195955,0.0918549897407579,current,bayesian_fd
17,Main,TFP,-0.0198394412884581,-0.019663938022794,-0.152471651488597,0.102443227743007,current,bayesian_fd
18,Main,output,0.134424210200731,0.120741448555737,-0.0509049100582496,0.320642935936829,current,bayesian_fd
18,Main,investment,0.775917367305623,0.713104593595672,0.270337428070941,1.28230709663882,current,bayesian_fd
18,Main,consumption,0.0887167021749082,0.0883320964867838,-0.0579902879977931,0.229515019517371,current,bayesian_fd
18,Main,hours_worked,0.244888510354272,0.234298586924418,0.119995134048538,0.378396627250113,current,bayesian_fd
18,Main,unemployment,-0.0657937329365484,-0.064022029015375,-0.126453858811111,-0.00311248798888437,current,bayesian_fd
18,Main,labor_share,0.0412166309670899,0.0344473441506087,-0.0347305773481479,0.120965263070733,current,bayesian_fd
18,Main,interest,0.0288720197234749,0.0280794699591283,8.08410895796639e-05,0.0583888941535719,current,bayesian_fd
18,Main,inflation,0.0145133134812106,0.0129807797894547,-0.00358797836600715,0.0329076736597014,current,bayesian_fd
18,Main,productivity,-0.0808911711255191,-0.0833654200920245,-0.238682178716294,0.0739089394489821,current,bayesian_fd
18,Main,TFP,-0.0187767566974759,-0.0209070364229836,-0.153625870660729,0.106587805649075,current,bayesian_fd
19,Main,output,0.126409104427638,0.109255365122258,-0.0603492042057165,0.311405617731314,current,bayesian_fd
19,Main,investment,0.710088970482586,0.64253198009733,0.215309414498153,1.20746604771075,current,bayesian_fd
19,Main,consumption,0.0881460503224631,0.0857820811616655,-0.0604720649601271,0.233488229795319,current,bayesian_fd
19,Main,hours_worked,0.23731345179808,0.22553107991414,0.115045104593224,0.36788836381176,current,bayesian_fd
19,Main,unemployment,-0.06475875706572,-0.0621114023018646,-0.123127239648512,-0.00847567996139862,current,bayesian_fd
19,Main,labor_share,0.0564208459306639,0.0495544195206974,-0.0207194984047157,0.137198895596029,current,bayesian_fd
19,Main,interest,0.0308938883948306,0.0300110993321831,0.00218705607050042,0.0601993867390102,current,bayesian_fd
19,Main,inflation,0.0137964658943255,0.0119831758649691,-0.00393761713549495,0.0318791200256357,current,bayesian_fd
19,Main,productivity,-0.0957210166752461,-0.0960453911826261,-0.256903500998457,0.0605482689529462,current,bayesian_fd
19,Main,TFP,-0.0172315753878544,-0.0204088052571379,-0.15308981346374,0.11005921503133,current,bayesian_fd
20,Main,output,0.11656488892875,0.0988434767049506,-0.0694863833047768,0.305660002870934,current,bayesian_fd
20,Main,investment,0.641648688476346,0.571548011453136,0.15800271938468,1.14025569272746,current,bayesian_fd
20,Main,consumption,0.0858985040418989,0.082173667641856,-0.064818063130829,0.234207257785869,current,bayesian_fd
20,Main,hours_worked,0.226939859793756,0.211886092889248,0.103085863313751,0.359444448209942,current,bayesian_fd
20,Main,unemployment,-0.0614333249049298,-0.0575280305472293,-0.117326959224535,-0.00557616692833986,current,bayesian_fd
20,Main,labor_share,0.0689141915111754,0.0614641645558716,-0.00902100588758767,0.150176115977578,current,bayesian_fd
20,Main,interest,0.0320588249369843,0.0305622217615004,0.00334244403160301,0.0604960222223144,current,bayesian_fd
20,Main,inflation,0.012940128730857,0.0111517403705563,-0.00456947160895084,0.0306963217775178,current,bayesian_fd
20,Main,productivity,-0.107576330744704,-0.10915483276652,-0.269486229269349,0.0451193435001303,current,bayesian_fd
20,Main,TFP,-0.0153793952531271,-0.0189172954014504,-0.151190342125185,0.110876132571453,current,bayesian_fd
21,Main,output,0.105580781061044,0.0880754463342951,-0.0750317041805039,0.294596689960199,current,bayesian_fd
21,Main,investment,0.573070096758422,0.510248353069687,0.118564171944405,1.03713526711554,current,bayesian_fd
21,Main,consumption,0.082409838342196,0.0755820510400785,-0.0717951803210192,0.235156245825321,current,bayesian_fd
21,Main,hours_worked,0.214633104248899,0.198939913985658,0.0903881031699083,0.344613852431324,current,bayesian_fd
21,Main,unemployment,-0.0563701764857177,-0.0522106545965843,-0.108887291435945,-0.0037912575926296,current,bayesian_fd
21,Main,labor_share,0.0787468717638685,0.0700305169353256,0.00538516873833089,0.161194794461271,current,bayesian_fd
21,Main,interest,0.0324775960258689,0.0308017363621268,0.00432442968563245,0.0600406501414332,current,bayesian_fd
21,Main,inflation,0.0119807318032057,0.0102778192765115,-0.00497168893023727,0.0293705949260241,current,bayesian_fd
21,Main,productivity,-0.116633626682087,-0.114333104437381,-0.279058291495152,0.0384164301355106,current,bayesian_fd
21,Main,TFP,-0.0133726804501532,-0.0148276272803872,-0.149239450305249,0.113712415972522,current,bayesian_fd
22,Main,output,0.0940483654609509,0.0767460675622624,-0.0819105186984767,0.278968772548682,current,bayesian_fd
22,Main,investment,0.50636741549391,0.446780584788562,0.062038050816817,0.956329696939531,current,bayesian_fd
22,Main,consumption,0.0780686315021635,0.070066373276732,-0.0779928454794229,0.232638335141733,current,bayesian_fd
22,Main,hours_worked,0.201151221298067,0.185425906698035,0.0764518515868064,0.33017763364921,current,bayesian_fd
22,Main,unemployment,-0.0500700383599062,-0.0448733534177826,-0.100774515175617,0.000346625078937272,current,bayesian_fd
22,Main,labor_share,0.0860536578725834,0.0751312405922828,0.0114024539431514,0.166745763200912,current,bayesian_fd
22,Main,interest,0.0322640067009035,0.0304765129857663,0.00446640420300842,0.0596605372591079,current,bayesian_fd
22,Main,inflation,0.0109522076356315,0.00905360360268961,-0.00580313062225041,0.0279156620199809,current,bayesian_fd
22,Main,productivity,-0.123124058494062,-0.118807164578879,-0.287606176375122,0.0331229759378059,current,bayesian_fd
22,Main,TFP,-0.0113397351223005,-0.0109216049081832,-0.142758461597601,0.117279571462645,current,bayesian_fd
23,Main,output,0.0824620084789054,0.0649818860872987,-0.0908415173568114,0.2661395201359,current,bayesian_fd
23,Main,investment,0.443119691476455,0.379776094476655,0.0131805837380864,0.873260883971611,current,bayesian_fd
23,Main,consumption,0.0732136606410412,0.0669567125677501,-0.0823933202022184,0.229329796498591,current,bayesian_fd
23,Main,hours_worked,0.18714176147231,0.170868913401984,0.0633277100103837,0.315542026500736,current,bayesian_fd
23,Main,unemployment,-0.0429760168982634,-0.0376316754718462,-0.0917107639781353,0.00488544119753499,current,bayesian_fd
23,Main,labor_share,0.0910316778105747,0.0792903981432149,0.017611855991553,0.170871817987614,current,bayesian_fd
23,Main,interest,0.0315305879082921,0.0292909038252931,0.00425968225290902,0.0590368435102271,current,bayesian_fd
23,Main,inflation,0.00988533253750212,0.00823711132912385,-0.00658731536963317,0.0259583176051307,current,bayesian_fd
23,Main,productivity,-0.127315279754331,-0.119670671250265,-0.292082874451382,0.0324634644733368,current,bayesian_fd
23,Main,TFP,-0.00938468119140355,-0.0093012989303924,-0.142231524114439,0.117237492784863,current,bayesian_fd
24,Main,output,0.0712221880493697,0.0550280156223406,-0.0994031213106915,0.256407290501301,current,bayesian_fd
24,Main,investment,0.38450407957939,0.313537507291977,-0.0332708292931488,0.794427594267509,current,bayesian_fd
24,Main,consumption,0.0681332334962899,0.0599306969628998,-0.0888118960145639,0.226666505717653,current,bayesian_fd
24,Main,hours_worked,0.173142749659256,0.155948202670967,0.0481653498934581,0.299488175805279,current,bayesian_fd
24,Main,unemployment,-0.0354708375048014,-0.0304709465728414,-0.0821039103262445,0.0115123799099196,current,bayesian_fd
24,Main,labor_share,0.0939207853986475,0.0832324498200494,0.0195366653442778,0.172139753986686,current,bayesian_fd
24,Main,interest,0.0303851833305339,0.0280380198552094,0.00370111119461693,0.057405725761414,current,bayesian_fd
24,Main,inflation,0.00880727313534399,0.00716963597679471,-0.0074702931158017,0.024843351190143,current,bayesian_fd
24,Main,productivity,-0.129495703168602,-0.122104094415609,-0.292422477865163,0.0317482607985167,current,bayesian_fd
24,Main,TFP,-0.0075883174716119,-0.00862400964718083,-0.14133976035176,0.121353730940494,current,bayesian_fd
25,Main,output,0.0606410962987348,0.0428348516587903,-0.108084112561459,0.240485425283651,current,bayesian_fd
25,Main,investment,0.331335444268931,0.254535098076314,-0.0701864080266168,0.729759300992047,current,bayesian_fd
25,Main,consumption,0.0630661399874405,0.0548453182631688,-0.0947003138960547,0.222651146677328,current,bayesian_fd
25,Main,hours_worked,0.15958692949795,0.144289254287747,0.0357411294375551,0.285864181077813,current,bayesian_fd
25,Main,unemployment,-0.0278764832330935,-0.0229967199193338,-0.0731037042653578,0.0181123266450078,current,bayesian_fd
25,Main,labor_share,0.0949865924061243,0.0852150248220976,0.0219373499005968,0.169257659516636,current,bayesian_fd
25,Main,interest,0.0289283645631818,0.025918475888807,0.00311476418270899,0.0553387912085018,current,bayesian_fd
25,Main,inflation,0.00774132674574909,0.00621864971052057,-0.00823053298513639,0.0236642984827581,current,bayesian_fd
25,Main,productivity,-0.12996118327582,-0.122224536057297,-0.293860566813487,0.0325161492615004,current,bayesian_fd
25,Main,TFP,-0.00600965127320938,-0.00800369859647999,-0.139500970646569,0.12263050162762,current,bayesian_fd
26,Main,output,0.0509499164208462,0.0354700192209268,-0.117109982095789,0.227067752706063,current,bayesian_fd
26,Main,investment,0.284109824233177,0.207347611797309,-0.101367239937955,0.675340140200342,current,bayesian_fd
26,Main,consumption,0.0582039080548318,0.0496503552776283,-0.0978604602748288,0.21561553705571,current,bayesian_fd
26,Main,hours_worked,0.146808521346028,0.130555992466336,0.0233169342874306,0.271769721672673,current,bayesian_fd
26,Main,unemployment,-0.0204557928520612,-0.0161709825329909,-0.0649958167051543,0.022391026955513,current,bayesian_fd
