identification,date,response,hd,total
fevdfd_unem,1962-07-01,productivity,-0.00145687553042525,0.0532184739025185
fevdfd_unem,1962-07-01,TFP,-0.00839011558557009,0.0153291647348582
fevdfd_vfci_f12,1962-10-01,output,0.0529468581424179,-1.81811729655894
fevdfd_vfci_f12,1962-10-01,investment,0.284925847179198,-5.53750905774847
fevdfd_vfci_f12,1962-10-01,consumption,0.00249916641834444,-0.398288499086283
fevdfd_vfci_f12,1962-10-01,hours_worked,0.0650786641372979,-1.41789988716269
fevdfd_vfci_f12,1962-10-01,unemployment,-0.0485076365310335,0.216175644609997
fevdfd_vfci_f12,1962-10-01,labor_share,0.0250127701248556,1.26176577510058
fevdfd_vfci_f12,1962-10-01,interest,0.0327122522491587,0.128334415117397
fevdfd_vfci_f12,1962-10-01,inflation,0.0134878626652663,-0.0318327732936289
fevdfd_vfci_f12,1962-10-01,productivity,-0.0452496687292682,-0.270789446566151
fevdfd_vfci_f12,1962-10-01,TFP,-0.0325343055232415,0.534762797324766
fevdfd_vfci_f12,1962-10-01,vfci,0.018799939439149,0.113955982477004
fevdfd_vfci_f1,1962-10-01,output,-0.18101533264951,-1.4455180591302
fevdfd_vfci_f1,1962-10-01,investment,-0.481740838636745,-3.78458953759415
fevdfd_vfci_f1,1962-10-01,consumption,-0.0912540880048543,-0.189577086345466
fevdfd_vfci_f1,1962-10-01,hours_worked,-0.0590856885323841,-0.94816706481862
fevdfd_vfci_f1,1962-10-01,unemployment,0.0256510870148268,-0.0405438157113404
fevdfd_vfci_f1,1962-10-01,labor_share,0.1320530488119,1.30161525018005
fevdfd_vfci_f1,1962-10-01,interest,0.0553365198357469,0.172610067702847
fevdfd_vfci_f1,1962-10-01,inflation,0.00247410783189967,0.0106281008286714
fevdfd_vfci_f1,1962-10-01,productivity,-0.156169629898398,-0.371005404326736
fevdfd_vfci_f1,1962-10-01,TFP,-0.118092378797718,0.286037817691507
fevdfd_vfci_f1,1962-10-01,vfci,0.14838404821413,0.172370482402514
fevdfd_unem,1962-10-01,output,-0.931024309175852,-1.85922486248553
fevdfd_unem,1962-10-01,investment,-2.15735304096802,-5.43168856814384
fevdfd_unem,1962-10-01,consumption,-0.828517687554948,-0.456282338236348
fevdfd_unem,1962-10-01,hours_worked,-1.07721399451601,-1.49814805146418
fevdfd_unem,1962-10-01,unemployment,0.620891753521433,0.289195364255699
fevdfd_unem,1962-10-01,labor_share,0.359146479323462,1.26845238411691
fevdfd_unem,1962-10-01,interest,-0.0861257765508033,0.098537530331497
fevdfd_unem,1962-10-01,inflation,-0.102052368370379,-0.0022046320063019
fevdfd_unem,1962-10-01,productivity,0.0511200722684919,-0.190716110061045
fevdfd_unem,1962-10-01,TFP,0.324184085240786,0.471298069672792
fevdfd_vfci_f12,1963-01-01,output,0.150038863821283,-2.15869775800919
fevdfd_vfci_f12,1963-01-01,investment,0.459942338775333,-3.99027942591278
fevdfd_vfci_f12,1963-01-01,consumption,0.121770536267673,-1.18304499146852
fevdfd_vfci_f12,1963-01-01,hours_worked,0.244407336683542,-1.35083446632974
fevdfd_vfci_f12,1963-01-01,unemployment,-0.0999179073152517,0.646100160736883
fevdfd_vfci_f12,1963-01-01,labor_share,-0.0090640291108875,1.74069166376606
fevdfd_vfci_f12,1963-01-01,interest,0.128840908632728,0.147776774569802
fevdfd_vfci_f12,1963-01-01,inflation,0.0329938586483172,0.203371868041333
fevdfd_vfci_f12,1963-01-01,productivity,-0.0626357650428402,-0.965615030386086
fevdfd_vfci_f12,1963-01-01,TFP,-0.236273737042479,-0.433034555140751
fevdfd_vfci_f12,1963-01-01,vfci,0.0913110994678079,0.0909391268008188
fevdfd_vfci_f1,1963-01-01,output,-0.345727912310069,-1.76866714632367
fevdfd_vfci_f1,1963-01-01,investment,-0.916519505557064,-2.19694683606747
fevdfd_vfci_f1,1963-01-01,consumption,-0.282070547081797,-0.952760574275406
fevdfd_vfci_f1,1963-01-01,hours_worked,-0.266668275850894,-0.83007271584272
fevdfd_vfci_f1,1963-01-01,unemployment,0.168477514067517,0.36236811696153
fevdfd_vfci_f1,1963-01-01,labor_share,0.106798038561055,1.75511621019418
fevdfd_vfci_f1,1963-01-01,interest,0.0243120583636783,0.190481650872348
fevdfd_vfci_f1,1963-01-01,inflation,-0.00828737114075681,0.242999821826576
fevdfd_vfci_f1,1963-01-01,productivity,-0.106636119119652,-1.15130970177191
fevdfd_vfci_f1,1963-01-01,TFP,-0.0415101182968848,-0.757798144919587
fevdfd_vfci_f1,1963-01-01,vfci,0.0690320800354375,0.0571079151971206
fevdfd_unem,1963-01-01,output,-0.129552437326866,-2.18320120828535
fevdfd_unem,1963-01-01,investment,-0.537927758123314,-3.99024819951185
fevdfd_unem,1963-01-01,consumption,-0.0707465750707504,-1.16052861245595
fevdfd_unem,1963-01-01,hours_worked,-0.274344096925323,-1.35607296926968
fevdfd_unem,1963-01-01,unemployment,0.215701437951743,0.623900121440005
fevdfd_unem,1963-01-01,labor_share,-0.202709026134597,1.83517976787868
fevdfd_unem,1963-01-01,interest,-0.0803742030394225,0.116815742786398
fevdfd_unem,1963-01-01,inflation,0.0218779553413257,0.242957038221719
fevdfd_unem,1963-01-01,productivity,0.216964406686655,-0.979004626768793
fevdfd_unem,1963-01-01,TFP,0.106736984789594,-0.488760788554924
fevdfd_vfci_f12,1963-04-01,output,0.232338501855586,-2.61538862449384
fevdfd_vfci_f12,1963-04-01,investment,0.794788460652472,-4.4943292483081
fevdfd_vfci_f12,1963-04-01,consumption,0.150502924806789,-1.47305254774367
fevdfd_vfci_f12,1963-04-01,hours_worked,0.330211708427366,-1.37915333320268
fevdfd_vfci_f12,1963-04-01,unemployment,-0.169888700885674,0.725147662595889
fevdfd_vfci_f12,1963-04-01,labor_share,0.0202900890317212,1.88449016433879
fevdfd_vfci_f12,1963-04-01,interest,0.173910583926194,0.119459489888749
fevdfd_vfci_f12,1963-04-01,inflation,0.0471661479948074,-0.0987384337265767
fevdfd_vfci_f12,1963-04-01,productivity,-0.111802780245954,-1.20805393604637
fevdfd_vfci_f12,1963-04-01,TFP,-0.263767572414211,-1.06247420712806
fevdfd_vfci_f12,1963-04-01,vfci,0.117525420210643,0.0170919136871146
fevdfd_vfci_f1,1963-04-01,output,-0.236557756117118,-2.26406256795076
fevdfd_vfci_f1,1963-04-01,investment,-0.859246507648739,-2.96172826410533
fevdfd_vfci_f1,1963-04-01,consumption,-0.182575115217135,-1.24183278026454
fevdfd_vfci_f1,1963-04-01,hours_worked,-0.288727760423289,-0.873435727365416
fevdfd_vfci_f1,1963-04-01,unemployment,0.1577312443048,0.439126752476318
fevdfd_vfci_f1,1963-04-01,labor_share,-0.0486142976167092,1.94995407903737
fevdfd_vfci_f1,1963-04-01,interest,-0.0377992269640181,0.163280694220455
fevdfd_vfci_f1,1963-04-01,inflation,-0.0010894661808937,-0.0788540632664578
fevdfd_vfci_f1,1963-04-01,productivity,0.0483780940775647,-1.46335230193224
fevdfd_vfci_f1,1963-04-01,TFP,0.0990080745156594,-1.37671355403216
fevdfd_vfci_f1,1963-04-01,vfci,-0.0844924763610701,-0.0860903879773349
fevdfd_unem,1963-04-01,output,-0.101699310921654,-2.63937281354003
fevdfd_unem,1963-04-01,investment,-0.214146377184209,-4.55068004480388
fevdfd_unem,1963-04-01,consumption,-0.0256070828696376,-1.45639467732554
fevdfd_unem,1963-04-01,hours_worked,-0.156288254739708,-1.3864518084075
fevdfd_unem,1963-04-01,unemployment,0.0861252658766233,0.68877469041027
fevdfd_unem,1963-04-01,labor_share,0.0481757558243213,1.90598534326315
fevdfd_unem,1963-04-01,interest,-0.0568173980756103,0.0932391462095907
fevdfd_unem,1963-04-01,inflation,-0.0220389622057024,-0.0578594028615257
fevdfd_unem,1963-04-01,productivity,0.136133198215149,-1.23136037573516
fevdfd_unem,1963-04-01,TFP,0.10362904307035,-1.09358668255189
fevdfd_vfci_f12,1963-07-01,output,0.330709424324937,-2.0018854515991
fevdfd_vfci_f12,1963-07-01,investment,1.11595035040874,-4.71064549796894
fevdfd_vfci_f12,1963-07-01,consumption,0.230525617610103,-1.12133943278537
fevdfd_vfci_f12,1963-07-01,hours_worked,0.52701641781513,-1.6283049469008
fevdfd_vfci_f12,1963-07-01,unemployment,-0.247298471167407,0.697763244453318
fevdfd_vfci_f12,1963-07-01,labor_share,0.0268277613179027,0.684317549501172
fevdfd_vfci_f12,1963-07-01,interest,0.292320078049241,0.169376506660166
fevdfd_vfci_f12,1963-07-01,inflation,0.0778715059911038,-0.170149486005278
fevdfd_vfci_f12,1963-07-01,productivity,-0.194897475124569,0.319053447251761
fevdfd_vfci_f12,1963-07-01,TFP,-0.489106244272727,-0.314139939622548
fevdfd_vfci_f12,1963-07-01,vfci,0.197909499802103,0.0769925884041246
fevdfd_vfci_f1,1963-07-01,output,-0.133542673492686,-1.686020111165
fevdfd_vfci_f1,1963-07-01,investment,-0.68492953337592,-3.4687703402073
fevdfd_vfci_f1,1963-07-01,consumption,-0.0147086390958597,-0.892784122075965
fevdfd_vfci_f1,1963-07-01,hours_worked,-0.149754023439553,-1.16297948535647
fevdfd_vfci_f1,1963-07-01,unemployment,0.0434405819720954,0.422425892006647
fevdfd_vfci_f1,1963-07-01,labor_share,-0.0264650421439317,0.762287749820271
fevdfd_vfci_f1,1963-07-01,interest,-0.022319030547302,0.215091561817529
fevdfd_vfci_f1,1963-07-01,inflation,0.00832951951825031,-0.160054490873713
fevdfd_vfci_f1,1963-07-01,productivity,0.0226219976960902,0.0296208526196378
fevdfd_vfci_f1,1963-07-01,TFP,0.0614033186590727,-0.590171754127231
fevdfd_vfci_f1,1963-07-01,vfci,-0.0290411962582069,-0.00443063741712912
fevdfd_unem,1963-07-01,output,0.0199826817913966,-2.01227875758325
fevdfd_unem,1963-07-01,investment,0.305754555895971,-4.83244290983617
fevdfd_unem,1963-07-01,consumption,-0.0179940863708817,-1.07571212529215
fevdfd_unem,1963-07-01,hours_worked,-0.0328371632315271,-1.61720336369255
fevdfd_unem,1963-07-01,unemployment,0.0506200015623738,0.63445186306007
fevdfd_unem,1963-07-01,labor_share,-0.116659221289881,0.664746983881778
fevdfd_unem,1963-07-01,interest,-0.033323285650098,0.149507952606876
fevdfd_unem,1963-07-01,inflation,0.0154144988742085,-0.135572500703237
fevdfd_unem,1963-07-01,productivity,0.168211334915947,0.275952948720002
fevdfd_unem,1963-07-01,TFP,0.0755304823964903,-0.33042022664361
fevdfd_vfci_f12,1963-10-01,output,0.265504026052873,-2.90630222019231
fevdfd_vfci_f12,1963-10-01,investment,0.983555297465777,-5.67964236747752
fevdfd_vfci_f12,1963-10-01,consumption,0.160957750004653,-2.09803453929136
fevdfd_vfci_f12,1963-10-01,hours_worked,0.476308081845533,-2.08127631344365
fevdfd_vfci_f12,1963-10-01,unemployment,-0.260592325472906,0.970276710522337
fevdfd_vfci_f12,1963-10-01,labor_share,0.106162885343943,1.38787861188517
fevdfd_vfci_f12,1963-10-01,interest,0.302018790238658,0.139907282301984
fevdfd_vfci_f12,1963-10-01,inflation,0.0892501940881931,0.448022189391671
fevdfd_vfci_f12,1963-10-01,productivity,-0.321458683203217,-0.605826110471188
fevdfd_vfci_f12,1963-10-01,TFP,-0.500945112737491,-1.01164592566788
fevdfd_vfci_f12,1963-10-01,vfci,0.189730021907728,0.122925177809785
fevdfd_vfci_f1,1963-10-01,output,-0.296876700443606,-2.6467252589449
fevdfd_vfci_f1,1963-10-01,investment,-0.883413986063138,-4.76962327374346
fevdfd_vfci_f1,1963-10-01,consumption,-0.149343867200774,-1.88686024830503
fevdfd_vfci_f1,1963-10-01,hours_worked,-0.177162550849029,-1.67813506210806
fevdfd_vfci_f1,1963-10-01,unemployment,0.0810370697913653,0.720599461622904
fevdfd_vfci_f1,1963-10-01,labor_share,0.097174455606414,1.49780421148675
fevdfd_vfci_f1,1963-10-01,interest,0.0343315033980017,0.182048675871595
fevdfd_vfci_f1,1963-10-01,inflation,0.00199520455771872,0.446437943129546
fevdfd_vfci_f1,1963-10-01,productivity,-0.116715544186673,-0.919014998339434
fevdfd_vfci_f1,1963-10-01,TFP,-0.0829451885971175,-1.25058937972273
fevdfd_vfci_f1,1963-10-01,vfci,0.125951940046112,0.17422980046813
fevdfd_unem,1963-10-01,output,-0.199296299570247,-2.92031858981419
fevdfd_unem,1963-10-01,investment,-0.17061549843615,-5.86203122053295
fevdfd_unem,1963-10-01,consumption,-0.205421732253389,-2.05327076827284
fevdfd_unem,1963-10-01,hours_worked,-0.271941370000479,-2.0657048373206
fevdfd_unem,1963-10-01,unemployment,0.171091569800289,0.896850183655453
fevdfd_unem,1963-10-01,labor_share,0.0132528136172985,1.34302829776318
fevdfd_unem,1963-10-01,interest,-0.0504334700595835,0.127660226140643
fevdfd_unem,1963-10-01,inflation,-0.0202807835505003,0.475783134088959
fevdfd_unem,1963-10-01,productivity,0.139407771971773,-0.661038155950376
fevdfd_unem,1963-10-01,TFP,0.134114899919475,-1.01398436904681
fevdfd_vfci_f12,1964-01-01,output,0.257836309607533,-2.25239039659935
fevdfd_vfci_f12,1964-01-01,investment,0.827733541170269,-4.62012199413743
fevdfd_vfci_f12,1964-01-01,consumption,0.207472242164712,-1.36056142492012
fevdfd_vfci_f12,1964-01-01,hours_worked,0.572606703808441,-0.746026032252865
fevdfd_vfci_f12,1964-01-01,unemployment,-0.289315802089925,1.03208603477773
fevdfd_vfci_f12,1964-01-01,labor_share,0.133556422023513,0.191724919412886
fevdfd_vfci_f12,1964-01-01,interest,0.399476255077178,0.0757720745600869
fevdfd_vfci_f12,1964-01-01,inflation,0.110495690063434,-0.100362186068028
fevdfd_vfci_f12,1964-01-01,productivity,-0.435991735666943,-0.766653676671089
fevdfd_vfci_f12,1964-01-01,TFP,-0.716827990107786,-0.193625301330351
fevdfd_vfci_f12,1964-01-01,vfci,0.25050602287452,0.020094625881595
fevdfd_vfci_f1,1964-01-01,output,-0.455369336243765,-2.05167374024215
fevdfd_vfci_f1,1964-01-01,investment,-1.15029085681055,-4.02374292659841
fevdfd_vfci_f1,1964-01-01,consumption,-0.371795649836506,-1.17253546608596
fevdfd_vfci_f1,1964-01-01,hours_worked,-0.367860614688232,-0.413582395033031
fevdfd_vfci_f1,1964-01-01,unemployment,0.232527774152319,0.815310644348818
fevdfd_vfci_f1,1964-01-01,labor_share,0.0399104022048125,0.325414170782157
fevdfd_vfci_f1,1964-01-01,interest,0.00861652370060394,0.111341590756793
fevdfd_vfci_f1,1964-01-01,inflation,-0.0111359703407877,-0.109913767937335
fevdfd_vfci_f1,1964-01-01,productivity,-0.069004494463659,-1.0851861086666
fevdfd_vfci_f1,1964-01-01,TFP,-0.0488206430357122,-0.396651625728875
fevdfd_vfci_f1,1964-01-01,vfci,0.0576384401868307,-0.0793882543875037
fevdfd_unem,1964-01-01,output,0.73335761171667,-2.28006446533603
fevdfd_unem,1964-01-01,investment,1.956660863122,-4.86629220593896
fevdfd_unem,1964-01-01,consumption,0.615060574844777,-1.32908588178557
fevdfd_unem,1964-01-01,hours_worked,0.781193564062553,-0.739484740530642
fevdfd_unem,1964-01-01,unemployment,-0.41548994048106,0.958539711737601
fevdfd_unem,1964-01-01,labor_share,-0.408314236289673,0.129932196413547
fevdfd_unem,1964-01-01,interest,0.0275570789742843,0.0690437079621029
fevdfd_unem,1964-01-01,inflation,0.0905351618609779,-0.0784530645794944
fevdfd_unem,1964-01-01,productivity,0.134286601762482,-0.831298516345681
fevdfd_unem,1964-01-01,TFP,-0.161374997322482,-0.19215521101992
fevdfd_vfci_f12,1964-04-01,output,0.183500252982212,-2.55942765391867
fevdfd_vfci_f12,1964-04-01,investment,0.571860830493144,-6.01614789826075
fevdfd_vfci_f12,1964-04-01,consumption,0.158792850797134,-0.839736040397751
fevdfd_vfci_f12,1964-04-01,hours_worked,0.526921448753209,-0.511255452845047
fevdfd_vfci_f12,1964-04-01,unemployment,-0.298176855616137,0.880095177166088
fevdfd_vfci_f12,1964-04-01,labor_share,0.201028508678628,0.387500415485687
fevdfd_vfci_f12,1964-04-01,interest,0.430880284144536,0.0112762672790111
fevdfd_vfci_f12,1964-04-01,inflation,0.119400107267812,-0.256751876438309
fevdfd_vfci_f12,1964-04-01,productivity,-0.565915923385107,-0.954540177204412
fevdfd_vfci_f12,1964-04-01,TFP,-0.763472806068074,-1.49617894760518
fevdfd_vfci_f12,1964-04-01,vfci,0.255808422931406,-0.00739694401974913
fevdfd_vfci_f1,1964-04-01,output,-0.398651328683457,-2.41750962850278
fevdfd_vfci_f1,1964-04-01,investment,-1.20620926133758,-5.69972008735428
fevdfd_vfci_f1,1964-04-01,consumption,-0.276672850913809,-0.676435554050911
fevdfd_vfci_f1,1964-04-01,hours_worked,-0.359239752263572,-0.249777618694059
fevdfd_vfci_f1,1964-04-01,unemployment,0.195368319540427,0.697989467968909
fevdfd_vfci_f1,1964-04-01,labor_share,-0.0457794770448404,0.543129564656773
fevdfd_vfci_f1,1964-04-01,interest,-0.0149790913388428,0.0370177996541069
fevdfd_vfci_f1,1964-04-01,inflation,-0.000233492571238626,-0.271697122192842
fevdfd_vfci_f1,1964-04-01,productivity,-0.0165233845024697,-1.26960934198385
fevdfd_vfci_f1,1964-04-01,TFP,-0.00184713266343516,-1.67292691104741
fevdfd_vfci_f1,1964-04-01,vfci,0.00165988203886919,-0.0479916063137126
fevdfd_unem,1964-04-01,output,0.417089256289246,-2.61214715978681
fevdfd_unem,1964-04-01,investment,1.45564586717382,-6.34634423930987
fevdfd_unem,1964-04-01,consumption,0.302424676443712,-0.830052272346064
fevdfd_unem,1964-04-01,hours_worked,0.527508337198542,-0.523915167448452
fevdfd_unem,1964-04-01,unemployment,-0.333810101875155,0.813457439259813
fevdfd_unem,1964-04-01,labor_share,-0.0164745365624661,0.322138775213894
fevdfd_unem,1964-04-01,interest,0.0610174996968047,0.00709701920547133
fevdfd_unem,1964-04-01,inflation,0.0151741715990798,-0.23941401151338
fevdfd_unem,1964-04-01,productivity,-0.0414436478323348,-1.02801404799807
fevdfd_unem,1964-04-01,TFP,-0.0924366145843258,-1.49662165958069
fevdfd_vfci_f12,1964-07-01,output,-0.288507327633412,-2.38960016060637
fevdfd_vfci_f12,1964-07-01,investment,-0.941798891122199,-6.01414619826428
fevdfd_vfci_f12,1964-07-01,consumption,-0.163554080811228,-0.473418917530421
fevdfd_vfci_f12,1964-07-01,hours_worked,0.024323951954817,-0.867746630643871
fevdfd_vfci_f12,1964-07-01,unemployment,-0.0860609850368165,0.812231459897556
fevdfd_vfci_f12,1964-07-01,labor_share,0.324645437079894,0.0567904755791676
fevdfd_vfci_f12,1964-07-01,interest,0.273428593828434,-0.070550745691452
fevdfd_vfci_f12,1964-07-01,inflation,0.0838675921341674,-0.165768197967129
fevdfd_vfci_f12,1964-07-01,productivity,-0.707188882489764,-0.613894456847928
fevdfd_vfci_f12,1964-07-01,TFP,-0.57001036221248,-1.15170754743255
fevdfd_vfci_f12,1964-07-01,vfci,0.118884230249131,-0.0502551761907688
fevdfd_vfci_f1,1964-07-01,output,-0.334406849958519,-2.30136266447382
fevdfd_vfci_f1,1964-07-01,investment,-1.0505040804565,-5.93044094318551
fevdfd_vfci_f1,1964-07-01,consumption,-0.244819370551234,-0.33373411473533
fevdfd_vfci_f1,1964-07-01,hours_worked,-0.350250990932297,-0.671327597051488
fevdfd_vfci_f1,1964-07-01,unemployment,0.18966808814094,0.662723237747658
fevdfd_vfci_f1,1964-07-01,labor_share,-0.102458483301523,0.227108787406351
fevdfd_vfci_f1,1964-07-01,interest,-0.0515948523260506,-0.0566123112909444
fevdfd_vfci_f1,1964-07-01,inflation,-0.00428814832624107,-0.18361350680369
fevdfd_vfci_f1,1964-07-01,productivity,0.074103402808528,-0.918032177246606
fevdfd_vfci_f1,1964-07-01,TFP,0.08197185535149,-1.31062092007333
fevdfd_vfci_f1,1964-07-01,vfci,-0.0882218524046907,-0.0943784386591397
fevdfd_unem,1964-07-01,output,0.0548387425321956,-2.47410072713762
fevdfd_unem,1964-07-01,investment,0.530039115319641,-6.4413628879484
fevdfd_unem,1964-07-01,consumption,-0.0761963629813527,-0.489690516836956
fevdfd_unem,1964-07-01,hours_worked,0.0756009914547086,-0.907214945118251
fevdfd_unem,1964-07-01,unemployment,-0.0339845312028933,0.756250010272806
fevdfd_unem,1964-07-01,labor_share,-0.0172859444907978,-0.00608373088301256
fevdfd_unem,1964-07-01,interest,0.0392436074356399,-0.0748465694419704
fevdfd_unem,1964-07-01,inflation,0.00586430347638491,-0.151042679084711
fevdfd_unem,1964-07-01,productivity,-0.0218527859582212,-0.694738473697189
fevdfd_unem,1964-07-01,TFP,0.0202900273391819,-1.15809642429463
fevdfd_vfci_f12,1964-10-01,output,-0.653297140183032,-3.39359020271663
fevdfd_vfci_f12,1964-10-01,investment,-2.45530480923057,-8.24782446830179
fevdfd_vfci_f12,1964-10-01,consumption,-0.309249325225144,-0.935414761042115
fevdfd_vfci_f12,1964-10-01,hours_worked,-0.354679157888386,-1.01821048022603
fevdfd_vfci_f12,1964-10-01,unemployment,0.117601707970181,0.923529817220014
fevdfd_vfci_f12,1964-10-01,labor_share,0.325874367777276,1.26051128038847
fevdfd_vfci_f12,1964-10-01,interest,0.161528141254439,-0.115375880538282
fevdfd_vfci_f12,1964-10-01,inflation,0.0393206027307133,-0.181834990682699
fevdfd_vfci_f12,1964-10-01,productivity,-0.720319415937505,-2.22972703712121
fevdfd_vfci_f12,1964-10-01,TFP,-0.475602967332266,-1.91669296679038
fevdfd_vfci_f12,1964-10-01,vfci,0.0306719524003428,-0.0473356982675969
fevdfd_vfci_f1,1964-10-01,output,-0.236957587942226,-3.35074128892407
fevdfd_vfci_f1,1964-10-01,investment,-0.756457075203016,-8.34420662847252
fevdfd_vfci_f1,1964-10-01,consumption,-0.131348043583741,-0.815625876048969
fevdfd_vfci_f1,1964-10-01,hours_worked,-0.220521946319739,-0.876822331368555
fevdfd_vfci_f1,1964-10-01,unemployment,0.0985796447418498,0.801549099554724
fevdfd_vfci_f1,1964-10-01,labor_share,-0.125860807573994,1.43722581576894
fevdfd_vfci_f1,1964-10-01,interest,-0.0319282348738275,-0.11418218606488
fevdfd_vfci_f1,1964-10-01,inflation,0.00534675921621357,-0.20071705724912
fevdfd_vfci_f1,1964-10-01,productivity,0.0510822802849843,-2.5189199963569
fevdfd_vfci_f1,1964-10-01,TFP,0.016307578500304,-2.06628384764616
fevdfd_vfci_f1,1964-10-01,vfci,-0.0315778163592108,-0.0892982490066507
fevdfd_unem,1964-10-01,output,-0.144902601427886,-3.51486390781822
fevdfd_unem,1964-10-01,investment,-0.236333343116587,-8.78320399579246
fevdfd_unem,1964-10-01,consumption,-0.174732310949618,-0.979810442719795
fevdfd_unem,1964-10-01,hours_worked,-0.184389587713232,-1.08953517075991
fevdfd_unem,1964-10-01,unemployment,0.109166746463795,0.880078752657304
fevdfd_unem,1964-10-01,labor_share,0.0603779877995453,1.20350117528523
fevdfd_unem,1964-10-01,interest,-0.000210558800909704,-0.122116514415109
fevdfd_unem,1964-10-01,inflation,-0.0182558446062655,-0.168277204931716
fevdfd_unem,1964-10-01,productivity,-0.0040640517120253,-2.31713934301407
fevdfd_unem,1964-10-01,TFP,0.0859248995393312,-1.93147426729287
fevdfd_vfci_f12,1965-01-01,output,-0.384039407037069,-2.17957745186852
fevdfd_vfci_f12,1965-01-01,investment,-1.88809057475365,-1.13219162549712
fevdfd_vfci_f12,1965-01-01,consumption,-0.0236628517231873,-0.979484237760859
fevdfd_vfci_f12,1965-01-01,hours_worked,0.013106821961093,-0.078938271972137
fevdfd_vfci_f12,1965-01-01,unemployment,0.00339069860792819,0.911763111818447
fevdfd_vfci_f12,1965-01-01,labor_share,0.169076268518095,-0.269089372100033
fevdfd_vfci_f12,1965-01-01,interest,0.355815988318246,-0.0891018695410041
fevdfd_vfci_f12,1965-01-01,inflation,0.0527929736869769,-0.216025732054798
fevdfd_vfci_f12,1965-01-01,productivity,-0.633370602434506,-1.42174497036449
fevdfd_vfci_f12,1965-01-01,TFP,-0.790008251222376,-2.59063473756643
fevdfd_vfci_f12,1965-01-01,vfci,0.180013916521631,-0.00378451234480268
fevdfd_vfci_f1,1965-01-01,output,-0.278158706949947,-2.17231448780113
fevdfd_vfci_f1,1965-01-01,investment,-0.637142322429508,-1.35683398839941
fevdfd_vfci_f1,1965-01-01,consumption,-0.21794892285275,-0.874922939581674
fevdfd_vfci_f1,1965-01-01,hours_worked,-0.220622626780413,0.019532028058062
fevdfd_vfci_f1,1965-01-01,unemployment,0.127935124731476,0.81068616558572
fevdfd_vfci_f1,1965-01-01,labor_share,-0.0988446050582726,-0.0945758320890714
fevdfd_vfci_f1,1965-01-01,interest,-0.0220441237591943,-0.100538518740925
fevdfd_vfci_f1,1965-01-01,inflation,-0.00601233887747039,-0.234758926680179
fevdfd_vfci_f1,1965-01-01,productivity,0.02598471016491,-1.69406337727942
fevdfd_vfci_f1,1965-01-01,TFP,-0.0291747682969226,-2.73759816208773
fevdfd_vfci_f1,1965-01-01,vfci,-0.00810691609054054,-0.0743720279630893
fevdfd_unem,1965-01-01,output,1.15231450665748,-2.34019570666902
fevdfd_unem,1965-01-01,investment,2.6525779358746,-1.78118678134258
fevdfd_unem,1965-01-01,consumption,1.01114570991978,-1.05275850728085
