identification,h,response,irf
chol_vfci_f12,6,productivity,-0.0102942600191929
chol_vfci_f12,6,TFP,-0.0023890046801346
chol_vfci_f12,7,vfci,0.0321306074556921
chol_vfci_f12,7,output,-0.0487199390549515
chol_vfci_f12,7,investment,-0.197454457098152
chol_vfci_f12,7,consumption,-0.0141664727287853
chol_vfci_f12,7,hours_worked,-0.0460877094629463
chol_vfci_f12,7,unemployment,0.0312211166336685
chol_vfci_f12,7,labor_share,0.255906133614075
chol_vfci_f12,7,interest,0.0787435703355973
chol_vfci_f12,7,inflation,0.0676424298350929
chol_vfci_f12,7,productivity,-0.00468143306102433
chol_vfci_f12,7,TFP,0.00122974093761703
chol_vfci_f12,8,vfci,0.0216879953100648
chol_vfci_f12,8,output,-0.0343156867451018
chol_vfci_f12,8,investment,-0.135019820920247
chol_vfci_f12,8,consumption,-0.0104470929042739
chol_vfci_f12,8,hours_worked,-0.0309490543391873
chol_vfci_f12,8,unemployment,0.0523517218204269
chol_vfci_f12,8,labor_share,0.242397697911516
chol_vfci_f12,8,interest,0.0701112129290724
chol_vfci_f12,8,inflation,0.064948165262042
chol_vfci_f12,8,productivity,-0.00396173295907904
chol_vfci_f12,8,TFP,-0.00159836302324727
chol_vfci_f12,9,vfci,0.0140325721904936
chol_vfci_f12,9,output,-0.0222747137437229
chol_vfci_f12,9,investment,-0.0875233416933055
chol_vfci_f12,9,consumption,-0.00560031292568359
chol_vfci_f12,9,hours_worked,-0.0185542967733954
chol_vfci_f12,9,unemployment,0.0671622065073332
chol_vfci_f12,9,labor_share,0.226765908877529
chol_vfci_f12,9,interest,0.0643220246316655
chol_vfci_f12,9,inflation,0.061476806447597
chol_vfci_f12,9,productivity,-0.00252059039954817
chol_vfci_f12,9,TFP,-0.00156994000614663
chol_vfci_f12,10,vfci,0.00894149624066301
chol_vfci_f12,10,output,-0.0122299752012511
chol_vfci_f12,10,investment,-0.0498208375934823
chol_vfci_f12,10,consumption,-0.000780388902737524
chol_vfci_f12,10,hours_worked,-0.00748415385043116
chol_vfci_f12,10,unemployment,0.0762905386083868
chol_vfci_f12,10,labor_share,0.210754788646286
chol_vfci_f12,10,interest,0.0612912481326441
chol_vfci_f12,10,inflation,0.058038677692522
chol_vfci_f12,10,productivity,-0.00340145079465034
chol_vfci_f12,10,TFP,-0.00277549495596759
chol_vfci_f12,11,vfci,0.00562474961614687
chol_vfci_f12,11,output,-0.00537651707582308
chol_vfci_f12,11,investment,-0.0226851212869016
chol_vfci_f12,11,consumption,0.00198390032427809
chol_vfci_f12,11,hours_worked,0.000386881197937109
chol_vfci_f12,11,unemployment,0.0811846698359184
chol_vfci_f12,11,labor_share,0.195785587025273
chol_vfci_f12,11,interest,0.0600003073780809
chol_vfci_f12,11,inflation,0.0547436654869019
chol_vfci_f12,11,productivity,-0.00467040837173896
chol_vfci_f12,11,TFP,-0.00406795651016524
chol_vfci_f12,12,vfci,0.00352755467166858
chol_vfci_f12,12,output,-0.00121501627639188
chol_vfci_f12,12,investment,-0.00648115641717064
chol_vfci_f12,12,consumption,0.00378542792596238
chol_vfci_f12,12,hours_worked,0.00523782430141223
chol_vfci_f12,12,unemployment,0.0833875405314507
chol_vfci_f12,12,labor_share,0.182449730383687
chol_vfci_f12,12,interest,0.0598078553232596
chol_vfci_f12,12,inflation,0.0514970568413866
chol_vfci_f12,12,productivity,-0.00603343464300109
chol_vfci_f12,12,TFP,-0.00516493964371376
chol_vfci_f12,13,vfci,0.00224781707059204
chol_vfci_f12,13,output,0.0011277579126747
chol_vfci_f12,13,investment,0.00216276838649682
chol_vfci_f12,13,consumption,0.00492139943206967
chol_vfci_f12,13,hours_worked,0.00806700206434321
chol_vfci_f12,13,unemployment,0.0838667101403498
chol_vfci_f12,13,labor_share,0.171235424087705
chol_vfci_f12,13,interest,0.0602334516211686
chol_vfci_f12,13,inflation,0.0482933126207418
chol_vfci_f12,13,productivity,-0.00718635348542373
chol_vfci_f12,13,TFP,-0.00577687455426259
chol_vfci_f12,14,vfci,0.00144258719573513
chol_vfci_f12,14,output,0.00195786237962034
chol_vfci_f12,14,investment,0.00553093354048878
chol_vfci_f12,14,consumption,0.00522116455111521
chol_vfci_f12,14,hours_worked,0.00919310413384327
chol_vfci_f12,14,unemployment,0.083572574091083
chol_vfci_f12,14,labor_share,0.162142925732543
chol_vfci_f12,14,interest,0.0608734193095194
chol_vfci_f12,14,inflation,0.0451472425425027
chol_vfci_f12,14,productivity,-0.0080105529539927
chol_vfci_f12,14,TFP,-0.00623733199739109
chol_vfci_f12,15,vfci,0.000865862251759997
chol_vfci_f12,15,output,0.00198919249248114
chol_vfci_f12,15,investment,0.0058834558375219
chol_vfci_f12,15,consumption,0.005153600712252
chol_vfci_f12,15,hours_worked,0.0092393712336511
chol_vfci_f12,15,unemployment,0.0830747957569484
chol_vfci_f12,15,labor_share,0.154926482446015
chol_vfci_f12,15,interest,0.0614314125680428
chol_vfci_f12,15,inflation,0.0420598790802239
chol_vfci_f12,15,productivity,-0.0084045349569455
chol_vfci_f12,15,TFP,-0.00653174825557651
chol_vfci_f12,16,vfci,0.000366834759255762
chol_vfci_f12,16,output,0.00159636996323666
chol_vfci_f12,16,investment,0.00461969558547851
chol_vfci_f12,16,consumption,0.00491273841002131
chol_vfci_f12,16,hours_worked,0.00869374144749082
chol_vfci_f12,16,unemployment,0.0826909786959086
chol_vfci_f12,16,labor_share,0.149344601470109
chol_vfci_f12,16,interest,0.0617343534218839
chol_vfci_f12,16,inflation,0.0390183939846128
chol_vfci_f12,16,productivity,-0.00844629380534132
chol_vfci_f12,16,TFP,-0.00665473159987307
chol_vfci_f12,17,vfci,-0.000143429095517087
chol_vfci_f12,17,output,0.00109008918422967
chol_vfci_f12,17,investment,0.00291265719664542
chol_vfci_f12,17,consumption,0.0046277621109721
chol_vfci_f12,17,hours_worked,0.00790277491480591
chol_vfci_f12,17,unemployment,0.0825640659968834
chol_vfci_f12,17,labor_share,0.145061079842476
chol_vfci_f12,17,interest,0.0616886873814042
chol_vfci_f12,17,inflation,0.0360378026033987
chol_vfci_f12,17,productivity,-0.00819191077656034
chol_vfci_f12,17,TFP,-0.00667627377997341
chol_vfci_f12,18,vfci,-0.000708168792076778
chol_vfci_f12,18,output,0.000669584471638989
chol_vfci_f12,18,investment,0.001471817586899
chol_vfci_f12,18,consumption,0.00440397219320528
chol_vfci_f12,18,hours_worked,0.00709913385317057
chol_vfci_f12,18,unemployment,0.0827076386277401
chol_vfci_f12,18,labor_share,0.141754263751721
chol_vfci_f12,18,interest,0.0612588551941167
chol_vfci_f12,18,inflation,0.0331312107673205
chol_vfci_f12,18,productivity,-0.00770601632081543
chol_vfci_f12,18,TFP,-0.00663299437290097
chol_vfci_f12,19,vfci,-0.00133499745698209
chol_vfci_f12,19,output,0.00044593048292573
chol_vfci_f12,19,investment,0.000679726716194868
chol_vfci_f12,19,consumption,0.0043011047296046
chol_vfci_f12,19,hours_worked,0.00643158430546547
chol_vfci_f12,19,unemployment,0.0830547408571105
chol_vfci_f12,19,labor_share,0.139137073687653
chol_vfci_f12,19,interest,0.060456933845167
chol_vfci_f12,19,inflation,0.0303134731561976
chol_vfci_f12,19,productivity,-0.00705950155009495
chol_vfci_f12,19,TFP,-0.00654461647383129
chol_vfci_f12,20,vfci,-0.00201109801877572
chol_vfci_f12,20,output,0.000462003265884278
chol_vfci_f12,20,investment,0.000692349764379579
chol_vfci_f12,20,consumption,0.00433631027307063
chol_vfci_f12,20,hours_worked,0.0059739124948958
chol_vfci_f12,20,unemployment,0.0834976730726818
chol_vfci_f12,20,labor_share,0.136968891384053
chol_vfci_f12,20,interest,0.0593225882607371
chol_vfci_f12,20,inflation,0.027601241599704
chol_vfci_f12,20,productivity,-0.00631717778421476
chol_vfci_f12,20,TFP,-0.0064314730342229
chol_vfci_f12,21,vfci,-0.00271355513664815
chol_vfci_f12,21,output,0.000712253131356386
chol_vfci_f12,21,investment,0.00149384179479608
chol_vfci_f12,21,consumption,0.00450157761597253
chol_vfci_f12,21,hours_worked,0.00574176691430618
chol_vfci_f12,21,unemployment,0.0839192492511682
chol_vfci_f12,21,labor_share,0.135060318018379
chol_vfci_f12,21,interest,0.0579094586880297
chol_vfci_f12,21,inflation,0.0250095171623737
chol_vfci_f12,21,productivity,-0.0055303868680166
chol_vfci_f12,21,TFP,-0.00630526452869599
chol_vfci_f12,22,vfci,-0.0034158681613481
chol_vfci_f12,22,output,0.0011638121516514
chol_vfci_f12,22,investment,0.00296679374485209
chol_vfci_f12,22,consumption,0.00477663981785213
chol_vfci_f12,22,hours_worked,0.00571743974810232
chol_vfci_f12,22,unemployment,0.0842108069632318
chol_vfci_f12,22,labor_share,0.133271773721691
chol_vfci_f12,22,interest,0.0562764479518812
chol_vfci_f12,22,inflation,0.0225504712395496
chol_vfci_f12,22,productivity,-0.00473882178733404
chol_vfci_f12,22,TFP,-0.00617097219074481
chol_vfci_f12,23,vfci,-0.00409266794946037
chol_vfci_f12,23,output,0.00176855908739045
chol_vfci_f12,23,investment,0.00494462362877407
chol_vfci_f12,23,consumption,0.00513235931711684
chol_vfci_f12,23,hours_worked,0.00586332060768696
chol_vfci_f12,23,unemployment,0.0842835498732299
chol_vfci_f12,23,labor_share,0.131508072810049
chol_vfci_f12,23,interest,0.0544811776988788
chol_vfci_f12,23,inflation,0.0202331222106137
chol_vfci_f12,23,productivity,-0.00397111238072805
chol_vfci_f12,23,TFP,-0.00603037053130663
chol_vfci_f12,24,vfci,-0.0047225693589753
chol_vfci_f12,24,output,0.00247413078979136
chol_vfci_f12,24,investment,0.00724775635021433
chol_vfci_f12,24,consumption,0.00553757404798061
chol_vfci_f12,24,hours_worked,0.00613284869296783
chol_vfci_f12,24,unemployment,0.0840737214754988
chol_vfci_f12,24,labor_share,0.129709924181987
chol_vfci_f12,24,interest,0.0525758099442331
chol_vfci_f12,24,inflation,0.0180632358809719
chol_vfci_f12,24,productivity,-0.00324568393008627
chol_vfci_f12,24,TFP,-0.00588351954995699
chol_vfci_f12,25,vfci,-0.00528939963341527
chol_vfci_f12,25,output,0.00323100527469361
chol_vfci_f12,25,investment,0.00970676857705631
chol_vfci_f12,25,consumption,0.0059635215865784
chol_vfci_f12,25,hours_worked,0.00647915827512938
chol_vfci_f12,25,unemployment,0.0835429151717768
chol_vfci_f12,25,labor_share,0.127846083154818
chol_vfci_f12,25,interest,0.050605024528944
chol_vfci_f12,25,inflation,0.0160433536762273
chol_vfci_f12,25,productivity,-0.00257298375287732
chol_vfci_f12,25,TFP,-0.00572914041656996
chol_vfci_f12,26,vfci,-0.00578241990794505
chol_vfci_f12,26,output,0.00399637585820271
chol_vfci_f12,26,investment,0.0121764944999731
chol_vfci_f12,26,consumption,0.00638559111860607
chol_vfci_f12,26,hours_worked,0.00686007892489985
chol_vfci_f12,26,unemployment,0.0826757422200084
chol_vfci_f12,26,labor_share,0.125905701343623
chol_vfci_f12,26,interest,0.0486053947356668
chol_vfci_f12,26,inflation,0.014173198580821
chol_vfci_f12,26,productivity,-0.00195752246613242
chol_vfci_f12,26,TFP,-0.00556567680915452
chol_vfci_f12,27,vfci,-0.00619593478003805
chol_vfci_f12,27,output,0.00473612080733868
chol_vfci_f12,27,investment,0.0145425161384534
chol_vfci_f12,27,consumption,0.00678437061352649
chol_vfci_f12,27,hours_worked,0.00724074600373993
chol_vfci_f12,27,unemployment,0.0814759813420719
chol_vfci_f12,27,labor_share,0.123891608195832
chol_vfci_f12,27,interest,0.0466056272491282
chol_vfci_f12,27,inflation,0.0124501716797161
chol_vfci_f12,27,productivity,-0.00139956318009077
chol_vfci_f12,27,TFP,-0.00539189824505643
chol_vfci_f12,28,vfci,-0.00652852038164301
chol_vfci_f12,28,output,0.00542517289883423
chol_vfci_f12,28,investment,0.0167219431403296
chol_vfci_f12,28,consumption,0.00714587045133286
chol_vfci_f12,28,hours_worked,0.00759459567987405
chol_vfci_f12,28,unemployment,0.0799621133167538
chol_vfci_f12,28,labor_share,0.12181494343446
chol_vfci_f12,28,interest,0.0446273836670772
chol_vfci_f12,28,inflation,0.0108698418058746
chol_vfci_f12,28,productivity,-0.000896624134782142
chol_vfci_f12,28,TFP,-0.00520707851963653
chol_vfci_f12,29,vfci,-0.00678209939794567
chol_vfci_f12,29,output,0.00604688241300774
chol_vfci_f12,29,investment,0.0186609737674612
chol_vfci_f12,29,consumption,0.0074610869282819
chol_vfci_f12,29,hours_worked,0.00790319056839331
chol_vfci_f12,29,unemployment,0.0781629135021194
chol_vfci_f12,29,labor_share,0.119691059228595
chol_vfci_f12,29,interest,0.0426863805030937
chol_vfci_f12,29,inflation,0.00942643317131622
chol_vfci_f12,29,productivity,-0.000444682036048154
chol_vfci_f12,29,TFP,-0.00501110906119121
chol_vfci_f12,30,vfci,-0.00696102017981563
chol_vfci_f12,30,output,0.00659181379217408
chol_vfci_f12,30,investment,0.0203305732891051
chol_vfci_f12,30,consumption,0.00772524940393058
chol_vfci_f12,30,hours_worked,0.00815529401004214
chol_vfci_f12,30,unemployment,0.0761135135840565
chol_vfci_f12,30,labor_share,0.117536586589599
chol_vfci_f12,30,interest,0.0407935476951934
chol_vfci_f12,30,inflation,0.00811326177099955
chol_vfci_f12,30,productivity,-3.90354649492909e-05
chol_vfci_f12,30,TFP,-0.004804499886563
chol_vfci_f12,31,vfci,-0.00707122288319925
chol_vfci_f12,31,output,0.00705631335620114
chol_vfci_f12,31,investment,0.0217213620346127
chol_vfci_f12,31,consumption,0.00793696777497405
chol_vfci_f12,31,hours_worked,0.00834560130118232
chol_vfci_f12,31,unemployment,0.0738521297198338
chol_vfci_f12,31,labor_share,0.115367501298132
chol_vfci_f12,31,interest,0.0389561255747968
chol_vfci_f12,31,inflation,0.00692309832773161
chol_vfci_f12,31,productivity,0.000325102586789722
chol_vfci_f12,31,TFP,-0.0045882854023659
chol_vfci_f12,32,vfci,-0.00711953897669838
chol_vfci_f12,32,output,0.00744106394929542
chol_vfci_f12,32,investment,0.0228385347083237
chol_vfci_f12,32,consumption,0.00809737247156383
chol_vfci_f12,32,hours_worked,0.00847337941093228
chol_vfci_f12,32,unemployment,0.0714175190728783
chol_vfci_f12,32,labor_share,0.113197988170727
chol_vfci_f12,32,interest,0.037178626988844
chol_vfci_f12,32,inflation,0.00584845796825566
chol_vfci_f12,32,productivity,0.000652230366087947
chol_vfci_f12,32,TFP,-0.00436389822555744
chol_vfci_f12,33,vfci,-0.00711314186151451
chol_vfci_f12,33,output,0.00774976478589053
chol_vfci_f12,33,investment,0.0236972751068414
chol_vfci_f12,33,consumption,0.00820932782238206
chol_vfci_f12,33,hours_worked,0.00854116815785227
chol_vfci_f12,33,unemployment,0.068847140006755
chol_vfci_f12,33,labor_share,0.111039898638273
chol_vfci_f12,33,interest,0.0354636292463903
chol_vfci_f12,33,inflation,0.00488182053269389
chol_vfci_f12,33,productivity,0.000946357891352333
chol_vfci_f12,33,TFP,-0.00413303898151111
chol_vfci_f12,34,vfci,-0.00705914376187511
chol_vfci_f12,34,output,0.00798801619332426
chol_vfci_f12,34,investment,0.0243189053331541
chol_vfci_f12,34,consumption,0.00827677236381483
chol_vfci_f12,34,hours_worked,0.00855364644949804
chol_vfci_f12,34,unemployment,0.0661759308292078
chol_vfci_f12,34,labor_share,0.108902623811496
chol_vfci_f12,34,interest,0.0338123919673954
chol_vfci_f12,34,inflation,0.00401578849917473
chol_vfci_f12,34,productivity,0.00121093253481648
chol_vfci_f12,34,TFP,-0.00389755141981495
chol_vfci_f12,35,vfci,-0.00696432183189783
chol_vfci_f12,35,output,0.00816243399521551
chol_vfci_f12,35,investment,0.0247278524495656
chol_vfci_f12,35,consumption,0.00830419641946917
chol_vfci_f12,35,hours_worked,0.00851670875748515
chol_vfci_f12,35,unemployment,0.0634355965100703
chol_vfci_f12,35,labor_share,0.106793235522462
chol_vfci_f12,35,interest,0.0322253150910695
chol_vfci_f12,35,inflation,0.00324319309043441
chol_vfci_f12,35,productivity,0.00144884613690236
chol_vfci_f12,35,TFP,-0.00365931433184092
chol_vfci_f12,36,vfci,-0.00683495109469253
chol_vfci_f12,36,output,0.00827998866367115
chol_vfci_f12,36,investment,0.0249494080504259
chol_vfci_f12,36,consumption,0.00829625246976184
chol_vfci_f12,36,hours_worked,0.00843675784438194
chol_vfci_f12,36,unemployment,0.0606542878667793
chol_vfci_f12,36,labor_share,0.104716777901862
chol_vfci_f12,36,interest,0.03070226017482
chol_vfci_f12,36,inflation,0.00255715986095872
chol_vfci_f12,36,productivity,0.00166249136521038
chol_vfci_f12,36,TFP,-0.00342015651400239
chol_vfci_f12,37,vfci,-0.00667672025654337
chol_vfci_f12,37,output,0.00834754538821797
chol_vfci_f12,37,investment,0.0250081878312052
chol_vfci_f12,37,consumption,0.00825748491256036
chol_vfci_f12,37,hours_worked,0.008320198130343
chol_vfci_f12,37,unemployment,0.0578565646311493
chol_vfci_f12,37,labor_share,0.102676624009093
chol_vfci_f12,37,interest,0.0292427619431478
chol_vfci_f12,37,inflation,0.00195114386069372
chol_vfci_f12,37,productivity,0.00185384239695028
chol_vfci_f12,37,TFP,-0.00318179446339807
chol_vfci_f12,38,vfci,-0.00649470773891859
chol_vfci_f12,38,output,0.00837157117555675
chol_vfci_f12,38,investment,0.0249271685833341
chol_vfci_f12,38,consumption,0.00819215891337747
chol_vfci_f12,38,hours_worked,0.00817310133048056
chol_vfci_f12,38,unemployment,0.0550635484888721
chol_vfci_f12,38,labor_share,0.100674839228732
chol_vfci_f12,38,interest,0.0278461568912267
chol_vfci_f12,38,inflation,0.00141894325927486
chol_vfci_f12,38,productivity,0.00202454205778477
chol_vfci_f12,38,TFP,-0.00294579091842449
chol_vfci_f12,39,vfci,-0.00629339835180511
chol_vfci_f12,39,output,0.00835797245655271
chol_vfci_f12,39,investment,0.0247271733200318
chol_vfci_f12,39,consumption,0.00810416642184489
chol_vfci_f12,39,hours_worked,0.00800101033662841
chol_vfci_f12,39,unemployment,0.052293190180251
chol_vfci_f12,39,labor_share,0.0987125150499037
chol_vfci_f12,39,interest,0.0265116528985982
chol_vfci_f12,39,inflation,0.00095469876118478
chol_vfci_f12,39,productivity,0.00217598413899778
chol_vfci_f12,39,TFP,-0.00271353140255865
chol_vfci_f12,40,vfci,-0.0060767247466594
chol_vfci_f12,40,output,0.00831202854935988
chol_vfci_f12,40,investment,0.0244266825156593
chol_vfci_f12,40,consumption,0.00799698889403134
chol_vfci_f12,40,hours_worked,0.00780884738857884
chol_vfci_f12,40,unemployment,0.0495605929095825
chol_vfci_f12,40,labor_share,0.0967900538511078
chol_vfci_f12,40,interest,0.0252383598283507
chol_vfci_f12,40,inflation,0.000552884425397847
chol_vfci_f12,40,productivity,0.00230938455737016
chol_vfci_f12,40,TFP,-0.00248621506465803
chol_vfci_f1,1,vfci,0.216752966437597
chol_vfci_f1,1,output,-0.157164382362393
chol_vfci_f1,1,investment,-0.278434992012958
chol_vfci_f1,1,consumption,-0.139607070174173
chol_vfci_f1,1,hours_worked,-0.0982767300494901
chol_vfci_f1,1,unemployment,0.0151511416023602
chol_vfci_f1,1,labor_share,0.14091468145239
chol_vfci_f1,1,interest,0.0492175821424245
chol_vfci_f1,1,inflation,0.00638524627262565
chol_vfci_f1,1,productivity,-0.123716317663104
chol_vfci_f1,1,TFP,-0.108145232159335
chol_vfci_f1,2,vfci,0.128132122624358
chol_vfci_f1,2,output,-0.351634734068244
chol_vfci_f1,2,investment,-0.826731551065071
chol_vfci_f1,2,consumption,-0.369501559199514
chol_vfci_f1,2,hours_worked,-0.367691055716062
chol_vfci_f1,2,unemployment,0.291538449296854
chol_vfci_f1,2,labor_share,0.141959162448211
chol_vfci_f1,2,interest,0.013685110299034
chol_vfci_f1,2,inflation,-0.028383186960636
chol_vfci_f1,2,productivity,0.03198389602744
chol_vfci_f1,2,TFP,0.0593870838342685
chol_vfci_f1,3,vfci,0.0805313308538018
chol_vfci_f1,3,output,0.0484791060324954
chol_vfci_f1,3,investment,-0.261670396659379
chol_vfci_f1,3,consumption,0.156106345759322
chol_vfci_f1,3,hours_worked,-0.0107288023044394
chol_vfci_f1,3,unemployment,0.240810597989527
chol_vfci_f1,3,labor_share,-0.0186251052930535
chol_vfci_f1,3,interest,-0.0123992000380954
chol_vfci_f1,3,inflation,0.00260938938784044
chol_vfci_f1,3,productivity,0.0635967089375519
chol_vfci_f1,3,TFP,0.0522463420178436
chol_vfci_f1,4,vfci,0.0467341091030067
chol_vfci_f1,4,output,-0.107120667762006
chol_vfci_f1,4,investment,-0.341551077177509
chol_vfci_f1,4,consumption,-0.0524163440502906
chol_vfci_f1,4,hours_worked,-0.081438375558747
chol_vfci_f1,4,unemployment,0.276679018663537
chol_vfci_f1,4,labor_share,0.0283536527868015
chol_vfci_f1,4,interest,-0.027059443022932
chol_vfci_f1,4,inflation,-0.00517944570136681
chol_vfci_f1,4,productivity,0.00697793268941005
chol_vfci_f1,4,TFP,0.0469182796194909
chol_vfci_f1,5,vfci,0.020343571650638
chol_vfci_f1,5,output,-0.0109792505449338
chol_vfci_f1,5,investment,-0.015336832208108
chol_vfci_f1,5,consumption,-0.0139063156833216
chol_vfci_f1,5,hours_worked,-0.0381973659350042
chol_vfci_f1,5,unemployment,0.302527399388706
chol_vfci_f1,5,labor_share,-0.101748724296502
chol_vfci_f1,5,interest,-0.0469368262613807
chol_vfci_f1,5,inflation,0.0141254387838972
chol_vfci_f1,5,productivity,0.0586087256068157
chol_vfci_f1,5,TFP,-0.0153182179971384
chol_vfci_f1,6,vfci,0.000335613262231487
chol_vfci_f1,6,output,0.00924678858044239
chol_vfci_f1,6,investment,0.0428792819957251
chol_vfci_f1,6,consumption,0.0189629661300416
chol_vfci_f1,6,hours_worked,0.00889220222343043
chol_vfci_f1,6,unemployment,0.293650220975546
chol_vfci_f1,6,labor_share,-0.143936420932729
chol_vfci_f1,6,interest,-0.0576355771241523
chol_vfci_f1,6,inflation,0.00791856063965729
chol_vfci_f1,6,productivity,0.0252239548788278
chol_vfci_f1,6,TFP,-0.009191336578663
chol_vfci_f1,7,vfci,-0.0105514645023012
chol_vfci_f1,7,output,0.0318203305889255
chol_vfci_f1,7,investment,0.137718716956857
chol_vfci_f1,7,consumption,0.0191442176115709
chol_vfci_f1,7,hours_worked,0.0377336899017431
chol_vfci_f1,7,unemployment,0.271040387906146
chol_vfci_f1,7,labor_share,-0.205295647708658
chol_vfci_f1,7,interest,-0.0580299260070705
chol_vfci_f1,7,inflation,0.0114614800004643
chol_vfci_f1,7,productivity,0.0169685979062128
chol_vfci_f1,7,TFP,-0.00984852966265489
chol_vfci_f1,8,vfci,-0.0178306547614746
chol_vfci_f1,8,output,0.0361265608135762
chol_vfci_f1,8,investment,0.168195644696902
chol_vfci_f1,8,consumption,0.016897916305254
chol_vfci_f1,8,hours_worked,0.0469818687801043
chol_vfci_f1,8,unemployment,0.244218315541099
chol_vfci_f1,8,labor_share,-0.252940835853154
chol_vfci_f1,8,interest,-0.0568038638999156
chol_vfci_f1,8,inflation,0.0125679186141997
chol_vfci_f1,8,productivity,0.0026079327050883
chol_vfci_f1,8,TFP,-0.0218174748634102
chol_vfci_f1,9,vfci,-0.0215813227172969
chol_vfci_f1,9,output,0.0402731071680209
chol_vfci_f1,9,investment,0.17861721759469
chol_vfci_f1,9,consumption,0.0190633319464226
chol_vfci_f1,9,hours_worked,0.0533056375574454
chol_vfci_f1,9,unemployment,0.213351732867254
chol_vfci_f1,9,labor_share,-0.291649951029252
chol_vfci_f1,9,interest,-0.052003481241959
chol_vfci_f1,9,inflation,0.0128914259859768
chol_vfci_f1,9,productivity,-0.00399126091640128
chol_vfci_f1,9,TFP,-0.0204821899880514
chol_vfci_f1,10,vfci,-0.0222137554177911
chol_vfci_f1,10,output,0.0382501859237511
chol_vfci_f1,10,investment,0.172422841505469
chol_vfci_f1,10,consumption,0.0172668360368621
chol_vfci_f1,10,hours_worked,0.0552955968822353
chol_vfci_f1,10,unemployment,0.18125573404285
chol_vfci_f1,10,labor_share,-0.31926077383721
chol_vfci_f1,10,interest,-0.0449350968865083
chol_vfci_f1,10,inflation,0.013042484220282
chol_vfci_f1,10,productivity,-0.013419977246917
chol_vfci_f1,10,TFP,-0.0229130694038286
chol_vfci_f1,11,vfci,-0.0207786533193616
chol_vfci_f1,11,output,0.0321540895860678
chol_vfci_f1,11,investment,0.154903529029927
chol_vfci_f1,11,consumption,0.0116403793170658
chol_vfci_f1,11,hours_worked,0.0509986612109154
chol_vfci_f1,11,unemployment,0.151593732809804
