h,impulse,response,irf
33,Main,TFP,-0.159186104239306
33,Main,vfci,-0.00265066231319074
34,Main,output,-0.215030160123916
34,Main,investment,-0.234088692242557
34,Main,consumption,-0.252216739843634
34,Main,hours_worked,0.00524887162159243
34,Main,unemployment,0.00846628631783331
34,Main,labor_share,0.0327310979918597
34,Main,interest,0.00683979423167198
34,Main,inflation,-0.00477366474041958
34,Main,productivity,-0.279740631762449
34,Main,TFP,-0.1574888670557
34,Main,vfci,-0.00275468820631881
35,Main,output,-0.210912275530783
35,Main,investment,-0.219930493905761
35,Main,consumption,-0.248943892645204
35,Main,hours_worked,0.0081864745036053
35,Main,unemployment,0.00702209872305264
35,Main,labor_share,0.0342939685512376
35,Main,interest,0.00596603418115351
35,Main,inflation,-0.00497411717061436
35,Main,productivity,-0.277774290109577
35,Main,TFP,-0.15561697542522
35,Main,vfci,-0.0027949887198516
36,Main,output,-0.206214420138333
36,Main,investment,-0.204244778155272
36,Main,consumption,-0.24532742679079
36,Main,hours_worked,0.0115418267522257
36,Main,unemployment,0.00532730434707709
36,Main,labor_share,0.0357235865375374
36,Main,interest,0.00528658539153538
36,Main,inflation,-0.00508027898920654
36,Main,productivity,-0.275619745823795
36,Main,TFP,-0.153561370206249
36,Main,vfci,-0.00277300121701768
37,Main,output,-0.201086059145595
37,Main,investment,-0.187724114356688
37,Main,consumption,-0.241425484081817
37,Main,hours_worked,0.0151769453134897
37,Main,unemployment,0.00344385443063416
37,Main,labor_share,0.037110619328824
37,Main,interest,0.00478570683030161
37,Main,inflation,-0.0050996700436434
37,Main,productivity,-0.273350638427189
37,Main,TFP,-0.151319859935196
37,Main,vfci,-0.00269334134089529
38,Main,output,-0.195671536883277
38,Main,investment,-0.170986451236578
38,Main,consumption,-0.23729974556261
38,Main,hours_worked,0.0189579402906967
38,Main,unemployment,0.00143804868412784
38,Main,labor_share,0.0385170573650336
38,Main,interest,0.00444374461031699
38,Main,inflation,-0.00504136712286458
38,Main,productivity,-0.271019098883441
38,Main,TFP,-0.148896896678421
38,Main,vfci,-0.00256295240994641
39,Main,output,-0.190104659297666
39,Main,investment,-0.154560411199295
39,Main,consumption,-0.233012305333785
39,Main,hours_worked,0.0227609445780474
39,Main,unemployment,-0.00062378893332675
39,Main,labor_share,0.039979591122301
39,Main,interest,0.00423876233189775
39,Main,inflation,-0.00491542851582686
39,Main,productivity,-0.268659015570584
39,Main,TFP,-0.146302995934163
39,Main,vfci,-0.00239031343769397
40,Main,output,-0.18450478489778
40,Main,investment,-0.138877569655453
40,Main,consumption,-0.228623083629827
40,Main,hours_worked,0.026476413936083
40,Main,unemployment,-0.00267878493824469
40,Main,labor_share,0.0415135138111695
40,Main,interest,0.00414794662233712
40,Main,inflation,-0.00473237852661417
40,Main,productivity,-0.266289418425478
40,Main,TFP,-0.143553900920871
40,Main,vfci,-0.00218473132591837
